Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Awad T., Clark C.R., DeRuiter J.",8598293000;7403546736;7003419835;,GC-MS analysis of acylated derivatives of the side-chain regioisomers of 4-methoxy-3-methyl-phenethylamines related to methylenedioxymethamphetamine,2007,Journal of Chromatographic Science,45,8,NA,477,485,NA,26,10.1093/chromsci/45.8.477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548564593&doi=10.1093%2fchromsci%2f45.8.477&partnerID=40&md5=f1729171d61ac05355afc89339a564f8,"Department of Pharmacal Sciences, School of Pharmacy, Auburn University, Auburn, AL 36849, United States","Awad, T., Department of Pharmacal Sciences, School of Pharmacy, Auburn University, Auburn, AL 36849, United States; Clark, C.R., Department of Pharmacal Sciences, School of Pharmacy, Auburn University, Auburn, AL 36849, United States; DeRuiter, J., Department of Pharmacal Sciences, School of Pharmacy, Auburn University, Auburn, AL 36849, United States",NA,"3,4 methylenedioxymethamphetamine; phenethylamine derivative; acylation; article; chemistry; mass fragmentography; stereoisomerism; Acylation; Gas Chromatography-Mass Spectrometry; N-Methyl-3,4-methylenedioxyamphetamine; Phenethylamines; Stereoisomerism","Clark, C.R.; Department of Pharmacal Sciences, , Auburn, AL 36849, United States; email: clarkcr@auburn.edu",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-34548564593,,IFSMS 2010,Drugs,Drugs
"Belal T., Awad T., Clark C.R., DeRuiter J.",7801647654;8598293000;7403546736;7003419835;,"GC-MS evaluation of a series of acylated derivatives of 3,4-Methylenedioxymethamphetamine",2009,Journal of Chromatographic Science,47,5,NA,359,364,NA,3,10.1093/chromsci/47.5.359,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749111459&doi=10.1093%2fchromsci%2f47.5.359&partnerID=40&md5=85f9a8e2a59bf5ab0f5bca684501be7a,"Department of Pharmaceutical Analytical Chemistry, Faculty of Pharmacy, Alexandria University, Alexandria 21521, Egypt; Department of Pharmacal Sciences, Harrison School of Pharmacy, Auburn University, Auburn, AL 36849, United States","Belal, T., Department of Pharmaceutical Analytical Chemistry, Faculty of Pharmacy, Alexandria University, Alexandria 21521, Egypt; Awad, T., Department of Pharmacal Sciences, Harrison School of Pharmacy, Auburn University, Auburn, AL 36849, United States; Clark, C.R., Department of Pharmacal Sciences, Harrison School of Pharmacy, Auburn University, Auburn, AL 36849, United States; DeRuiter, J., Department of Pharmacal Sciences, Harrison School of Pharmacy, Auburn University, Auburn, AL 36849, United States",NA,NA,"Clark, C. R.; Department of Pharmacal Sciences, , Auburn, AL 36849, United States; email: clarkcr@auburn.edu",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-66749111459,,IFSMS 2010,Drugs,Drugs
"Bell S.E.J., Fido L.A., Sirimuthu N.M.S., Speers S.J., Peters K.L., Cosbey S.H.",35570644600;9735416400;15123053100;6602281333;57191955201;6602948497;,Screening tablets for DOB using surface-enhanced Raman spectroscopy,2007,Journal of Forensic Sciences,52,5,NA,1063,1067,NA,26,10.1111/j.1556-4029.2007.00515.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548357012&doi=10.1111%2fj.1556-4029.2007.00515.x&partnerID=40&md5=ac9d48fada0da1759cff5eb257aa2ced,"Innovative Molecular Materials Group, School of Chemistry and Chemical Engineering, Queen's University, Belfast, BT9 5AG, United Kingdom; Forensic Science Northern Ireland, 151 Belfast Road, Carrickfergus, BT38 8PI, United Kingdom; School of Chemistry and Chemical Engineering, Queen's University, Belfast BT9 5AG, United Kingdom","Bell, S.E.J., Innovative Molecular Materials Group, School of Chemistry and Chemical Engineering, Queen's University, Belfast, BT9 5AG, United Kingdom, School of Chemistry and Chemical Engineering, Queen's University, Belfast BT9 5AG, United Kingdom; Fido, L.A., Innovative Molecular Materials Group, School of Chemistry and Chemical Engineering, Queen's University, Belfast, BT9 5AG, United Kingdom; Sirimuthu, N.M.S., Innovative Molecular Materials Group, School of Chemistry and Chemical Engineering, Queen's University, Belfast, BT9 5AG, United Kingdom; Speers, S.J., Forensic Science Northern Ireland, 151 Belfast Road, Carrickfergus, BT38 8PI, United Kingdom; Peters, K.L., Forensic Science Northern Ireland, 151 Belfast Road, Carrickfergus, BT38 8PI, United Kingdom; Cosbey, S.H., Forensic Science Northern Ireland, 151 Belfast Road, Carrickfergus, BT38 8PI, United Kingdom","2,5,-dimethoxy-4-bromoamphetamine; Ecstasy; Forensic sciences; MDMA; Raman; Surface-enhanced Raman spectroscopy","3,4 methylenedioxymethamphetamine; brolamfetamine; article; dose response; drug formulation; drug screening; drug structure; low drug dose; priority journal; Raman spectrometry","Bell, S.E.J.; School of Chemistry and Chemical Engineering, , Belfast BT9 5AG, United Kingdom; email: S.Bell@qub.ac.uk",Article,Final,NA,Scopus,2-s2.0-34548357012,,IFSMS 2010,Drugs,Drugs
"Bijlsma L., Sancho J.V., Pitarch E., Ibanez M., Hernandez F.",14036891200;56187441900;6602759877;7005950010;7202801334;,"Simultaneous ultra-high-pressure liquid chromatography-tandem mass spectrometry determination of amphetamine and amphetamine-like stimulants, cocaine and its metabolites, and a cannabis metabolite in surface water and urban wastewater",2009,Journal of Chromatography A,1216,15,NA,3078,3089,NA,159,10.1016/j.chroma.2009.01.067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62349135470&doi=10.1016%2fj.chroma.2009.01.067&partnerID=40&md5=d2f4012862b7d218e2b6447224ebec58,"Research Institute for Pesticides and Water, University Jaume I, Avda. Sos Baynat, E-12071 CastellÃ³n, Spain","Bijlsma, L., Research Institute for Pesticides and Water, University Jaume I, Avda. Sos Baynat, E-12071 CastellÃ³n, Spain; Sancho, J.V., Research Institute for Pesticides and Water, University Jaume I, Avda. Sos Baynat, E-12071 CastellÃ³n, Spain; Pitarch, E., Research Institute for Pesticides and Water, University Jaume I, Avda. Sos Baynat, E-12071 CastellÃ³n, Spain; IbÃ¡Ã±ez, M., Research Institute for Pesticides and Water, University Jaume I, Avda. Sos Baynat, E-12071 CastellÃ³n, Spain; HernÃ¡ndez, F., Research Institute for Pesticides and Water, University Jaume I, Avda. Sos Baynat, E-12071 CastellÃ³n, Spain",Confirmation; Illicit drugs; Matrix effects; Tandem mass spectrometry; Triple quadrupole; Ultra-high-pressure liquid chromatography; Urban wastewater,"Confirmation; Illicit drugs; Matrix effects; Tandem mass spectrometry; Triple quadrupole; Ultra-high-pressure liquid chromatography; Urban wastewater; Biochemical oxygen demand; Biomolecules; Body fluids; Chromatographic analysis; Chromatography; Deuterium; Effluents; Extraction; High performance liquid chromatography; Liquids; Mass spectrometers; Mass spectrometry; Metabolism; Metabolites; Recovery; Removal; Spectrum analysis; Surface waters; Wastewater; Wastewater reclamation; Wastewater treatment; Water recycling; Water treatment plants; High pressure liquid chromatography; 3,4 methylenedioxymethamphetamine; amphetamine; benzoylecgonine; cannabis derivative; central stimulant agent; cocaine; cocaine derivative; ecgonine; illicit drug; norcocaine; surface water; article; effluent; high performance liquid chromatography; priority journal; reliability; solid phase extraction; tandem mass spectrometry; waste water; water analysis; water contamination; water pollutant; water pollution; water sampling; Amphetamine; Cannabinoids; Cannabis; Chromatography, High Pressure Liquid; Cocaine; Humans; Reproducibility of Results; Sensitivity and Specificity; Solid Phase Extraction; Street Drugs; Tandem Mass Spectrometry; Waste Disposal, Fluid; Water Pollutants, Chemical; Cannabis","HernÃ¡ndez, F.; Research Institute for Pesticides and Water, Avda. Sos Baynat, E-12071 CastellÃ³n, Spain; email: felix.hernandez@qfa.uji.es",Article,Final,NA,Scopus,2-s2.0-62349135470,,IFSMS 2010,Drugs,Drugs
"Blachut D., Wojtasiewicz K., Czarnocki Z., Szukalski B.",6506443497;6601952741;7003426311;7003485861;,The analytical profile of some 4-methylthioamphetamine (4-MTA) homologues,2009,Forensic Science International,192,1--3,NA,98,114,NA,6,10.1016/j.forsciint.2009.08.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349510210&doi=10.1016%2fj.forsciint.2009.08.009&partnerID=40&md5=d1b9fd03f9c1e1e3bb4e43354927316f,"Forensic Laboratory, Internal Security Agency, 1 Sierpnia 30A, 02-134 Warsaw, Poland; Faculty of Chemistry, Warsaw University, Pasteura 1, 02-093 Warsaw, Poland; Institute of Psychiatry and Neurology, 9 Sobieskiego, 02-957 Warsaw, Poland","BÅ‚achut, D., Forensic Laboratory, Internal Security Agency, 1 Sierpnia 30A, 02-134 Warsaw, Poland; Wojtasiewicz, K., Faculty of Chemistry, Warsaw University, Pasteura 1, 02-093 Warsaw, Poland; Czarnocki, Z., Faculty of Chemistry, Warsaw University, Pasteura 1, 02-093 Warsaw, Poland; Szukalski, B., Institute of Psychiatry and Neurology, 9 Sobieskiego, 02-957 Warsaw, Poland",4-Methylthiophenylisopropylamine; Amphetamines; Forensic analysis; Gas chromatography; Mass spectrometry,4 methylthioamphetamine; 4 methylthioamphetamine derivative; 4 methylthiobutylamphetamine; 4 methylthiodimethylamphetamine; 4 methylthioethylamphetamine; 4 methylthiomethamphetamine; 4 methylthiopropylamphetamine; amphetamine derivative; unclassified drug; article; carbon nuclear magnetic resonance; chemical analysis; controlled study; forensic medicine; gas chromatography; infrared spectroscopy; mass spectrometry; priority journal; proton nuclear magnetic resonance; synthesis,"BÅ‚achut, D.; Forensic Laboratory, 1 Sierpnia 30A, 02-134 Warsaw, Poland; email: blachutd@op.pl",Article,Final,NA,Scopus,2-s2.0-70349510210,,IFSMS 2010,Drugs,Drugs
"Boles T.H., Wells M.J.M.",36167922500;57203178380;,Analysis of amphetamine and methamphetamine as emerging pollutants in wastewater and wastewater-impacted streams,2010,Journal of Chromatography A,1217,16,NA,2561,2568,NA,60,10.1016/j.chroma.2010.01.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950047655&doi=10.1016%2fj.chroma.2010.01.014&partnerID=40&md5=517d51366f0ca1b469c3c6ffdf07216a,"Department of Chemistry, Tennessee Technological University, Cookeville, TN 38505, United States; Center for the Management, Utilization and Protection of Water Resources, Tennessee Technological University, Cookeville, TN 38505, United States","Boles, T.H., Department of Chemistry, Tennessee Technological University, Cookeville, TN 38505, United States; Wells, M.J.M., Department of Chemistry, Tennessee Technological University, Cookeville, TN 38505, United States, Center for the Management, Utilization and Protection of Water Resources, Tennessee Technological University, Cookeville, TN 38505, United States",Amphetamine-type stimulants; Passive sampling; Review; Solid-phase extraction; Tandem mass spectrometry,"Amphetamine-type stimulants; Analytical methodology; Analytical techniques; Clandestine laboratories; Emerging pollutants; Municipal sewage; Passive sampling; Research needs; Sample preparation; Solid-phase extraction; Tandem mass spectrometry; Wastewater treatment plants; Biosolids; Extraction; Mass spectrometry; Sewage; Wastewater; Wastewater reclamation; Wastewater treatment; Water supply; Water treatment plants; Effluents; amphetamine; methamphetamine; surface water; analytic method; biosolid; controlled study; effluent; lake; pollutant; priority journal; review; river; sampling; stream (river); waste water; water supply; Amphetamine; Chromatography, Liquid; Fresh Water; Mass Spectrometry; Methamphetamine; Sewage; Solid Phase Extraction; Water Pollutants, Chemical; Water Supply","Wells, M.J.M.; Center for the Management, , Cookeville, TN 38505, United States; email: mjmwells@tntech.edu",Review,Final,NA,Scopus,2-s2.0-77950047655,,IFSMS 2010,Drugs,Drugs
"Bozenko J.S., Jr.",NA,Clandestine enantiomeric enrichment of d-methamphetamine via tartaric acid resolution,2008,J Clandestine Lab Invest Chem Assoc,18,3,NA,4,8,NA,1,NA,NA,NA,"Bozenko, J.S., Jr.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-85054959025,,IFSMS 2010,Drugs,Drugs
"Callaghan R.C., Cunningham J.K., Victor J.C., Liu L.-M.",7006259303;7402342071;7102599976;57209926606;,Impact of Canadian federal methamphetamine precursor and essential chemical regulations on methamphetamine-related acute-care hospital admissions,2009,Drug and Alcohol Dependence,105,3,NA,185,193,NA,15,10.1016/j.drugalcdep.2009.06.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349863380&doi=10.1016%2fj.drugalcdep.2009.06.024&partnerID=40&md5=26914778db95ca376d7b8e1a00475313,"Centre for Addiction and Mental Health, Toronto, Ont., Canada; Dalla Lana School of Public Health, University of Toronto, Toronto, Ont., Canada; Department of Family and Community Medicine, The University of Arizona, Tucson, AZ, United States; Department of Economics, Public Economics Research Center, National Taiwan University, Taipei, Taiwan","Callaghan, R.C., Centre for Addiction and Mental Health, Toronto, Ont., Canada, Dalla Lana School of Public Health, University of Toronto, Toronto, Ont., Canada; Cunningham, J.K., Department of Family and Community Medicine, The University of Arizona, Tucson, AZ, United States; Victor, J.C., Dalla Lana School of Public Health, University of Toronto, Toronto, Ont., Canada; Liu, L.-M., Department of Economics, Public Economics Research Center, National Taiwan University, Taipei, Taiwan",ARIMA; Canada; Ephedrine; Hospitalization; Methamphetamine; Precursor chemical legislation; Pseudoephedrine,"alcohol; cocaine; diamorphine; methamphetamine; opiate; article; Canada; drug abuse; emergency care; hospital admission; hospital care; operator; priority journal; quasi experimental study; time series analysis; Analgesics, Opioid; Canada; Cocaine; Drug and Narcotic Control; Ethanol; Humans; Methamphetamine; Patient Admission; Pseudoephedrine; Substance-Related Disorders; Time Factors","Callaghan, R.C.; Centre for Addiction and Mental Health, Toronto, Ont., Canada; email: Russell_Callaghan@camh.net",Article,Final,NA,Scopus,2-s2.0-70349863380,,IFSMS 2010,Drugs,Drugs
"Chiadmi F., Schlatter J.",55972054100;55356475900;,Crystal meth: a particular form of methamphetamine [Crystal meth : une forme de méthamphétamine],2009,Presse Medicale,38,1,,63,67,,1,10.1016/j.lpm.2008.07.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57949087038&doi=10.1016%2fj.lpm.2008.07.017&partnerID=40&md5=b23188c281b567a9d13f044eb844c4d2,"Urgences médico-judiciaires, Laboratoire de toxicologie, Centre hospitalier universitaire Jean Verdier, F-93140 Bondy, France; Pharmacie et toxicologie, Centre hospitalier universitaire Jean Verdier, Assistance Publique - Hôpitaux de Paris, F-93140 Bondy, France","Chiadmi, F., Urgences médico-judiciaires, Laboratoire de toxicologie, Centre hospitalier universitaire Jean Verdier, F-93140 Bondy, France; Schlatter, J., Pharmacie et toxicologie, Centre hospitalier universitaire Jean Verdier, Assistance Publique - Hôpitaux de Paris, F-93140 Bondy, France",,"methamphetamine; central stimulant agent; methamphetamine; street drug; crystal structure; drug dependence; human; hypertension; placenta; sexual behavior; short survey; tachycardia; chemically induced disorder; drug abuse; Europe; France; newborn; North America; review; withdrawal syndrome; Amphetamine-Related Disorders; Central Nervous System Stimulants; Europe; France; Humans; Hypertension; Infant, Newborn; Methamphetamine; Neonatal Abstinence Syndrome; North America; Street Drugs; Tachycardia","Schlatter, J.; Pharmacie et toxicologie, , F-93140 Bondy, France; email: joel.schlatter@jvr.aphp.fr",Short Survey,Final,,Scopus,2-s2.0-57949087038,,IFSMS 2010,Drugs,Drugs
"Chintalova-Dallas R., Case P., Kitsenko N., Lazzarini Z.",25626043800;7003361333;7801569287;7004282932;,"Boltushka: A homemade amphetamine-type stimulant and HIV risk in Odessa, Ukraine",2009,International Journal of Drug Policy,20,4,NA,347,351,NA,27,10.1016/j.drugpo.2008.09.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349273599&doi=10.1016%2fj.drugpo.2008.09.003&partnerID=40&md5=c2e41ec3de681ee0659ab8f1ecc77f72,"The Fenway Institute, Fenway Community Health, Boston, MA, United States; The Way Home Charity Fund, Odessa, Ukraine; Division of Medical Humanities, Health Law and Ethics, University of Connecticut Health Center, Farmington, CT, United States","Chintalova-Dallas, R., The Fenway Institute, Fenway Community Health, Boston, MA, United States; Case, P., The Fenway Institute, Fenway Community Health, Boston, MA, United States; Kitsenko, N., The Way Home Charity Fund, Odessa, Ukraine; Lazzarini, Z., Division of Medical Humanities, Health Law and Ethics, University of Connecticut Health Center, Farmington, CT, United States",Amphetamine; Cathinone; Drug use; HIV; Injection drug use; Methamphetamine; Ukraine,"amphetamine; amphetamine derivative; boltushka; cathinone; central stimulant agent; illicit drug; methamphetamine; permanganate potassium; phenylpropanolamine; unclassified drug; adult; article; brain damage; clinical article; controlled study; disease predisposition; drug abuse; drug abuse pattern; female; harm reduction; human; Human immunodeficiency virus infection; infection risk; injection; interview; legal aspect; male; pharmacy; priority journal; risk assessment; risk factor; syringe; Ukraine; Adult; Amphetamines; Central Nervous System Stimulants; Drug Compounding; Female; HIV Infections; Humans; Male; Pharmacies; Phenylpropanolamine; Propiophenones; Risk-Taking; Substance Abuse, Intravenous; Ukraine","Lazzarini, Z.; Division of Medical Humanities, Health Law and Ethics, , Farmington, CT, United States; email: lazzarini@nso.uchc.edu",Article,Final,"All Open Access, Green",Scopus,2-s2.0-67349273599,,IFSMS 2010,Drugs,Drugs
"Chung L.-W., Lin K.-L., Yang T.C.-C., Lee M.-R.",23988753200;7403967780;7404656418;7409121173;,Orthogonal array optimization of microwave-assisted derivatization for determination of trace amphetamine and methamphetamine using negative chemical ionization gas chromatography-mass spectrometry,2009,Journal of Chromatography A,1216,18,NA,4083,4089,NA,44,10.1016/j.chroma.2009.03.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-63449108893&doi=10.1016%2fj.chroma.2009.03.020&partnerID=40&md5=8d28b9d744e0798bacdce21a1dc0305e,"Department of Chemistry, National Chung Hsing University, Taichung, 40227, Taiwan; School of Medical Laboratory and Biotechnology, Chung Shan Medical University, Taichung, 40201, Taiwan; Department of Chemistry, National Kaohsiung Normal University, Kaohsiung, 82444, Taiwan","Chung, L.-W., Department of Chemistry, National Chung Hsing University, Taichung, 40227, Taiwan; Lin, K.-L., School of Medical Laboratory and Biotechnology, Chung Shan Medical University, Taichung, 40201, Taiwan; Yang, T.C.-C., Department of Chemistry, National Kaohsiung Normal University, Kaohsiung, 82444, Taiwan; Lee, M.-R., Department of Chemistry, National Chung Hsing University, Taichung, 40227, Taiwan",Analysis of variance; Gas chromatography-mass spectrometry; Microwave-assisted derivatization; Negative chemical ionization; Orthogonal array design,"Calibration curves; Correlation coefficients; Derivatization reagents; Experimental factors; Gas chromatography-mass spectrometry; Irradiation time; Limit of detections; Microwave power; Microwave-assisted derivatization; Negative chemical ionization; Optimum conditions; Orthogonal array design; Orthogonal arrays; Urine samples; Amines; Amplitude modulation; Chemical reactions; Chlorine compounds; Chromatographic analysis; Gas chromatography; Gases; High performance liquid chromatography; Ionization of gases; Irradiation; Mass spectrometers; Mass spectrometry; Microwave generation; Microwave irradiation; Microwave power transmission; Regression analysis; Solvents; Spectrum analysis; Trace analysis; Analysis of variance (ANOVA); 2,3,4,5,6 pentafluorobenzoyl chloride; amphetamine; chloride; fluorine derivative; methamphetamine; unclassified drug; analytic method; article; calibration; derivatization; ionization; mass fragmentography; microwave irradiation; negative chemical ionization gas chromatography mass spectrometry; priority journal; urinalysis; Amphetamine; Benzoates; Gas Chromatography-Mass Spectrometry; Methamphetamine; Microwaves; Sensitivity and Specificity","Lee, M.-R.; Department of Chemistry, , Taichung, 40227, Taiwan; email: mrlee@dragon.nchu.edu.tw",Article,Final,NA,Scopus,2-s2.0-63449108893,,IFSMS 2010,Drugs,Drugs
Cody J.T.,7007169898;,Chapter 3 Amphetamines,2008,Handbook of Analytical Separations,6,NA,NA,127,174,NA,4,10.1016/S1567-7192(06)06003-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649352762&doi=10.1016%2fS1567-7192%2806%2906003-7&partnerID=40&md5=064faf1750ca83612bbf861002144fba,"Air Force Drug Testing Laboratory, Brooks City-Base, 2730 Louis Bauer Drive, TX 78235-5132, United States","Cody, J.T., Air Force Drug Testing Laboratory, Brooks City-Base, 2730 Louis Bauer Drive, TX 78235-5132, United States",NA,NA,"Cody, J.T.; Air Force Drug Testing Laboratory, 2730 Louis Bauer Drive, TX 78235-5132, United States",Book Chapter,Final,NA,Scopus,2-s2.0-67649352762,,IFSMS 2010,Drugs,Drugs
"Coxon A., Mills S.",,Tackling methamphetamine in New Zealand,2008,JOURNAL OF THE CLANDESTINE LABORATORY INVESTIGATING CHEMISTS ASSOCIATION,20,1,,9,,,,,,,,,,,,,,,,,IFSMS 2010,Drugs,Drugs
"Cunningham J.K., Liu L.-M., Callaghan R.",7402342071;57209926606;7006259303;,Impact of US and Canadian precursor regulation on methamphetamine purity in the United States,2009,Addiction,104,3,,441,453,,30,10.1111/j.1360-0443.2008.02458.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849090184&doi=10.1111%2fj.1360-0443.2008.02458.x&partnerID=40&md5=9b043fb9e3855c550c69c3c5b5580ab1,"Department of Family and Community Medicine, University of Arizona, 1450 N. Cherry Avenue, Tucson, AZ 85719, United States; Department of Family and Community Medicine, University of Arizona, Tucson, AZ, United States; Department of Economics, National Taiwan University, Taipei, Taiwan; Centre for Addiction and Mental Health, ON, Canada; Dalla Lana School of Public Health, University of Toronto, ON, Canada","Cunningham, J.K., Department of Family and Community Medicine, University of Arizona, 1450 N. Cherry Avenue, Tucson, AZ 85719, United States, Department of Family and Community Medicine, University of Arizona, Tucson, AZ, United States; Liu, L.-M., Department of Economics, National Taiwan University, Taipei, Taiwan; Callaghan, R., Centre for Addiction and Mental Health, ON, Canada, Dalla Lana School of Public Health, University of Toronto, ON, Canada",Canada; Drug purity; Drug suppression; Methamphetamine; Precursor chemical regulation; United States,"ephedrine; methamphetamine; pseudoephedrine; article; controlled study; drug use; human; regulatory mechanism; United States; upregulation; Canada; Central Nervous System Stimulants; Commerce; Drug and Narcotic Control; Drug Compounding; Drug Industry; Hawaii; Law Enforcement; Methamphetamine; Models, Chemical; Time Factors; United States","Cunningham, J. K.; Department of Family and Community Medicine, 1450 N. Cherry Avenue, Tucson, AZ 85719, United States; email: jkcunnin@email.arizona.edu",Article,Final,,Scopus,2-s2.0-59849090184,,IFSMS 2010,Drugs,Drugs
"Cunningham J.K., Liu L.-M.",7402342071;57209926606;,"Impact of methamphetamine precursor chemical legislation, a suppression policy, on the demand for drug treatment",2008,Social Science and Medicine,66,7,NA,1463,1473,NA,25,10.1016/j.socscimed.2007.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43049138462&doi=10.1016%2fj.socscimed.2007.12.006&partnerID=40&md5=0b805a24dc68093c44af0a64322d3414,"Department of Family and Community Medicine, The University of Arizona, 1450 N. Cherry Avenue, Tucson, AZ 85719, United States; Department of Economics, National Taiwan University, Taipei, Taiwan","Cunningham, J.K., Department of Family and Community Medicine, The University of Arizona, 1450 N. Cherry Avenue, Tucson, AZ 85719, United States; Liu, L.-M., Department of Economics, National Taiwan University, Taipei, Taiwan",Drug suppression; Intervention; Methamphetamine; Precursor chemical regulation; Treatment admissions; Treatment demand; USA,alcohol; cocaine; diamorphine; ephedrine; methadone; methamphetamine; pseudoephedrine; disease treatment; drug; legislation; policy implementation; article; drug dependence; drug legislation; drug research; health care policy; health program; hospital admission; hospital readmission; human; large scale production; precursor; time series analysis; Amphetamine-Related Disorders; California; Drug and Narcotic Control; Ephedrine; Health Policy; Health Services Needs and Demand; Humans; Methamphetamine; Patient Admission; Pseudoephedrine; Substance Abuse Treatment Centers; California; North America; United States,"Cunningham, J.K.; Department of Family and Community Medicine, 1450 N. Cherry Avenue, Tucson, AZ 85719, United States; email: jkcunnin@email.arizona.edu",Article,Final,NA,Scopus,2-s2.0-43049138462,,IFSMS 2010,Drugs,Drugs
"Djozan Dj., Baheri T., Pournaghi-Azar M.H.",35614779000;18036540200;7003476216;,Development of electro solid-phase microextraction and application to methamphetamine analysis,2007,Chromatographia,65,1--2,NA,45,50,NA,23,10.1365/s10337-006-0127-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846344616&doi=10.1365%2fs10337-006-0127-0&partnerID=40&md5=8fbddc219624af27f28953cea57f98ba,"Faculty of Chemistry, University of Tabriz, Tabriz, Iran","Djozan, Dj., Faculty of Chemistry, University of Tabriz, Tabriz, Iran; Baheri, T., Faculty of Chemistry, University of Tabriz, Tabriz, Iran; Pournaghi-Azar, M.H., Faculty of Chemistry, University of Tabriz, Tabriz, Iran",Electro solid-phase microextraction; Gas chromatography; Gas chromatography-mass spectrometry; Methamphetamine; Modified pencil-lead fiber,acrylic acid resin; methamphetamine; platinum; silver; silver chloride; article; calibration; drug determination; drug isolation; experimental study; fiber; gas chromatography; pH; priority journal; solid phase microextraction,"Djozan, Dj.; Faculty of Chemistry, , Tabriz, Iran; email: djozan@tabrizu.ac.ir",Article,Final,NA,Scopus,2-s2.0-33846344616,,IFSMS 2010,Drugs,Drugs
"Dobkin C., Nicosia N.",23027125100;33568145900;,"The war on drugs: Methamphetamine, public health, and crime",2009,American Economic Review,99,1,NA,324,349,NA,90,10.1257/aer.99.1.324,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73649120641&doi=10.1257%2faer.99.1.324&partnerID=40&md5=c259a9e765ba0ad7d63d6ad21f35a928,"Department of Economics, University of California, 1156 High St., Santa Cruz, CA 95064, United States; RAND, 1776 Main St., M5W, PO Box 2138, Santa Monica, CA 90407-2138, United States","Dobkin, C., Department of Economics, University of California, 1156 High St., Santa Cruz, CA 95064, United States; Nicosia, N., RAND, 1776 Main St., M5W, PO Box 2138, Santa Monica, CA 90407-2138, United States",NA,methamphetamine; street drug; amphetamine dependence; crime; drug control; drug cost; government; hospitalization; human; public health; statistics and numerical data; supply and distribution; United States; Amphetamine-Related Disorders; Crime; Drug and Narcotic Control; Drug Costs; Government Programs; Hospitalization; Humans; Methamphetamine; Public Health; Street Drugs; United States,"Dobkin, C.; Department of Economics, 1156 High St., Santa Cruz, CA 95064, United States; email: cdobkin@ucsc.edu",Article,Final,"All Open Access, Green",Scopus,2-s2.0-73649120641,,IFSMS 2010,Drugs,Drugs
"Fu Q., Liao L.-C., Chen L.-L., Yan Y.-Y., Yang L., Hou J.-H., Chen Y.",55232132700;19035124400;55739304900;7404585848;57105986200;16052452300;57207350846;,Detecting methamphetamine and amphetamine with high performance liquid chromatography,2007,Journal of Sichuan University (Medical Science Edition),38,6,NA,1025,1028,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549019023&partnerID=40&md5=d512982fa7530a65ff13185fd9b4ccc7,"Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China","Fu, Q., Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China; Liao, L.-C., Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China; Chen, L.-L., Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China; Yan, Y.-Y., Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China; Yang, L., Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China; Hou, J.-H., Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China; Chen, Y., Department of Forensic Toxicological Analysis, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu 610041, China",Amphetamine; HPLC; Methamphetamine,"amphetamine; methamphetamine; article; high performance liquid chromatography; methodology; statistical parameters; Amphetamine; Chromatography, High Pressure Liquid; Limit of Detection; Methamphetamine","Liao, L.-C.; Department of Forensic Toxicological Analysis, , Chengdu 610041, China; email: linchuanliao@163.com",Article,Final,NA,Scopus,2-s2.0-36549019023,,IFSMS 2010,Drugs,Drugs
