Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Cabovska B., Norman A.B., Stalcup A.M.",6506435217;7401492180;7003826506;,Separation of cocaine stereoisomers by capillary electrophoresis using sulfated cyclodextrins,2003,Analytical and Bioanalytical Chemistry,376,1,,134,137,,7,10.1007/s00216-003-1850-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0642275065&doi=10.1007%2fs00216-003-1850-0&partnerID=40&md5=d2b94947ac9a514ca882d09114ef5d06,"Department of Chemistry, University of Cincinnati, P.O. Box 210172, Cincinnati, OH 45221-0172, United States; Department of Psychiatry, College of Medicine, University of Cincinnati, Cincinnati, OH 56221-0559, United States","Cabovska, B., Department of Chemistry, University of Cincinnati, P.O. Box 210172, Cincinnati, OH 45221-0172, United States; Norman, A.B., Department of Psychiatry, College of Medicine, University of Cincinnati, Cincinnati, OH 56221-0559, United States; Stalcup, A.M., Department of Chemistry, University of Cincinnati, P.O. Box 210172, Cincinnati, OH 45221-0172, United States",(+)- Pseudococaine; (+)-Cocaine base; (-)-Cocaine HCl; (-)-Pseudococaine; Capillary electrophoresis; Cocaine stereoisomers; Sulfated cyclodextrins,"Additives; Capillarity; Drug products; Electroosmosis; Electrophoresis; Isomers; Metabolites; Methanol; pH effects; Stereochemistry; (+)-cocaine base; (+)-Pseudococaine; (-)-cocaine HCl; (-)-Pseudococaine; Capillary electrophoresis; Cocaine stereoisomers; Sulfated cyclodextrins; Separation; cocaine; cyclodextrin; sulfate; article; capillary electrophoresis; chemical structure; chemistry; isolation and purification; methodology; reproducibility; stereoisomerism; Cocaine; Cyclodextrins; Electrophoresis, Capillary; Molecular Structure; Reproducibility of Results; Stereoisomerism; Sulfates","Stalcup, A.M.; Department of Chemistry, P.O. Box 210172, Cincinnati, OH 45221-0172, United States; email: stalcuam@email.uc.edu",Article,Final,,Scopus,2-s2.0-0642275065,,IFSMS 2004,Drugs,Drugs
"Koulis C.V., Reffner J.A., Bibby A.M.",6505783358;7003994117;18833826600;,Comparison of transmission and internal reflection infrared spectra of cocaine,2001,Journal of Forensic Sciences,46,4,,822,829,,17,10.1520/jfs15053j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034950040&doi=10.1520%2fjfs15053j&partnerID=40&md5=349535e67ea4e39b06da417dbe034792,"Illinois State Police, Joliet Forensic Science Laboratory, Joliet, IL, United States; SenslR Technologies, Danbury, CT, United States","Koulis, C.V., Illinois State Police, Joliet Forensic Science Laboratory, Joliet, IL, United States; Reffner, J.A., SenslR Technologies, Danbury, CT, United States; Bibby, A.M., SenslR Technologies, Danbury, CT, United States",Attenuated total reflection; Chemistry; Cocaine base; Cocaine salt; Dispersion; Drug analysis; Forensic science; Infrared spectroscopy; Internal reflection spectroscopy; Transmission spectroscopy,cocaine; absorption; analysis; conference paper; dispersion; forensic science; infrared spectrometry; priority journal; reflectometry,"Koulis, C.V.; Illinois State Police, 515 E. Woodruff Road, Joliet, IL 60432, United States",Conference Paper,Final,,Scopus,2-s2.0-0034950040,,IFSMS 2004,Drugs,Drugs
"Rofael H.Z., Abdel-Rahman M.S.",56618371500;7101623869;,"Development and validation of a high-performance liquid chromatography method for the determination of cocaine, its metabolites and ketamine",2002,Journal of Applied Toxicology,22,2,,123,128,,41,10.1002/jat.837,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036201107&doi=10.1002%2fjat.837&partnerID=40&md5=703f505e237bd47b5038356fb2a662da,"Department of Pharmacology and Physiology, University of Medicine and Dentistry of New Jersey, New Jersey Medical School, Newark, NJ, United States; Department of Pharmacology and Physiology, University of Medicine and Dentistry of New Jersey, New Jersey Medical School, 185 South Orange Avenue, Newark, NJ 07103-2714, United States","Rofael, H.Z., Department of Pharmacology and Physiology, University of Medicine and Dentistry of New Jersey, New Jersey Medical School, Newark, NJ, United States; Abdel-Rahman, M.S., Department of Pharmacology and Physiology, University of Medicine and Dentistry of New Jersey, New Jersey Medical School, 185 South Orange Avenue, Newark, NJ 07103-2714, United States",Benzoylecgonine; Cocaine; HPLC; Ketamine; Norcocaine,"acetonitrile; benzoylecgonine; buffer; cocaine; drug metabolite; ketamine; methanol; norcocaine; phosphate; accuracy; analytic method; animal experiment; article; controlled study; drug blood level; drug determination; linear system; male; nonhuman; pH; priority journal; rat; reversed phase high performance liquid chromatography; sensitivity analysis; toxicokinetics; validation process; Animals; Chromatography, High Pressure Liquid; Cocaine; Ketamine; Male; Rats; Rats, Sprague-Dawley; Reference Values; Reproducibility of Results; Sensitivity and Specificity; Substance Abuse Detection","Abdel-Rahman, M.S.; Dept. of Pharmacology and Physiology, 185 South Orange Avenue, Newark, NJ 07103-2714, United States",Article,Final,,Scopus,2-s2.0-0036201107,,IFSMS 2004,Drugs,Drugs
"Swiatko J., De Forest P.R., Zedeck M.S.",6505487087;6602127080;7003893100;,Further studies on spot tests and microcrystal tests for identification of cocaine,2003,Journal of Forensic Sciences,48,3,,581,585,,6,10.1520/jfs2002149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038077452&doi=10.1520%2fjfs2002149&partnerID=40&md5=ebb2d9bca571ed4f4d65e5a1fcfc8b61,"Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY 10019, United States","Swiatko, J., Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY 10019, United States; De Forest, P.R., Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY 10019, United States; Zedeck, M.S., Department of Sciences, John Jay College of Criminal Justice, City University of New York, 445 West 59th Street, New York, NY 10019, United States",Cocaine; Criminalistics; Forensic science; Microcrystal tests; Spot tests,cobalt derivative; cobaltous thiocyanate; cocaine; gold chloride; marquis reagent; platinic chloride; platinum derivative; reagent; stannous chloride; unclassified drug; wagner reagent; analytic method; article; chemical reaction; crystal; forensic science; laboratory test; priority journal,"Zedeck, M.S.; Department of Sciences, 445 West 59th Street, New York, NY 10019, United States",Article,Final,,Scopus,2-s2.0-0038077452,,IFSMS 2004,Drugs,Drugs
"Stahl M., Jakob A., Von Brocke A., Nicholson G., Bayer E.",57213865397;7006049071;6602393792;7202312917;7201553332;,Comparison of different setups for one- and two-dimensional capillary high-performance liquid chromatography and pressurized capillary electrochromatography coupled on-line with mass spectrometry,2002,Electrophoresis,23,17,,2949,2962,,23,10.1002/1522-2683(200209)23:17<2949::AID-ELPS2949>3.0.CO;2-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036744553&doi=10.1002%2f1522-2683%28200209%2923%3a17%3c2949%3a%3aAID-ELPS2949%3e3.0.CO%3b2-0&partnerID=40&md5=999017646b81e82515bdedec6331da24,"Institut für Organische Chemie, Universität Tübingen, Tübingen, Germany; Institut für Organische Chemie, Universität Tübingen, Auf der Morgenstelle 18, D-72076 Tübingen, Germany","Stahl, M., Institut für Organische Chemie, Universität Tübingen, Tübingen, Germany; Jakob, A., Institut für Organische Chemie, Universität Tübingen, Tübingen, Germany; Von Brocke, A., Institut für Organische Chemie, Universität Tübingen, Tübingen, Germany; Nicholson, G., Institut für Organische Chemie, Universität Tübingen, Tübingen, Germany; Bayer, E., Institut für Organische Chemie, Universität Tübingen, Tübingen, Germany, Institut für Organische Chemie, Universität Tübingen, Auf der Morgenstelle 18, D-72076 Tübingen, Germany",Capillary electrochromatography; Capillary high-performance liquid chromatography; Ergot; Mass spectrometry,"albumin; chymotrypsinogen; dihydroergotamine; enkephalin; ergoladinine; ergometrine; ergot alkaloid; ergotamine; ergotamine derivative; hydroxyergotamine; lysergic acid; myoglobin; peptide fragment; unclassified drug; peptide fragment; protein; article; capillary electrochromatography; capillary electrophoresis; chromatography; controlled study; electroosmosis; fungus; high performance liquid chromatography; intermethod comparison; mass spectrometry; nonhuman; separation technique; capillary electrophoresis; chemistry; Claviceps; comparative study; electrospray mass spectrometry; equipment design; evaluation; high performance liquid chromatography; instrumentation; isolation and purification; micellar electrokinetic chromatography; online system; standard; two dimensional gel electrophoresis; Chromatography, High Pressure Liquid; Chromatography, Micellar Electrokinetic Capillary; Claviceps; Electrophoresis, Capillary; Electrophoresis, Gel, Two-Dimensional; Equipment Design; Ergotamines; Online Systems; Peptide Fragments; Proteins; Spectrometry, Mass, Electrospray Ionization","Stahl, M.; Institut fr Organische Chemie, Auf der Morgenstelle 18, D-72076 Tübingen, Germany; email: mark.stahl@uni-tuebingen.de",Article,Final,,Scopus,2-s2.0-0036744553,,IFSMS 2004,Drugs,Drugs
"De Boer D., Goemans W.-P.J., Ghezavat V.R., Van Ooijen R.D., Maes R.A.A.",57193618415;6504523592;6504205137;6602529924;23114713500;,Seizure of illicitly produced para-fluorofentanyl: Quantitative analysis of the content of capsules and tablets,2003,Journal of Pharmaceutical and Biomedical Analysis,31,3,,557,562,,7,10.1016/S0731-7085(02)00684-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037430673&doi=10.1016%2fS0731-7085%2802%2900684-2&partnerID=40&md5=c1b113fe6f8c91329ff4b80f6ad294b3,"Instituto Nacional do Desporto, Lab. Analises de Dopagem e Bioquim., Av. Prof. Egas Moniz (Estadio Univ.), 1600-190 Lisbon, Portugal; Department of Human Toxicology, Utrecht Inst. of Pharmaceutical S., Utrecht University, Sorbonnelaan 16, 3584 CA Utrecht, Netherlands","De Boer, D., Instituto Nacional do Desporto, Lab. Analises de Dopagem e Bioquim., Av. Prof. Egas Moniz (Estadio Univ.), 1600-190 Lisbon, Portugal, Department of Human Toxicology, Utrecht Inst. of Pharmaceutical S., Utrecht University, Sorbonnelaan 16, 3584 CA Utrecht, Netherlands; Goemans, W.-P.J., Department of Human Toxicology, Utrecht Inst. of Pharmaceutical S., Utrecht University, Sorbonnelaan 16, 3584 CA Utrecht, Netherlands; Ghezavat, V.R., Department of Human Toxicology, Utrecht Inst. of Pharmaceutical S., Utrecht University, Sorbonnelaan 16, 3584 CA Utrecht, Netherlands; Van Ooijen, R.D., Department of Human Toxicology, Utrecht Inst. of Pharmaceutical S., Utrecht University, Sorbonnelaan 16, 3584 CA Utrecht, Netherlands; Maes, R.A.A., Department of Human Toxicology, Utrecht Inst. of Pharmaceutical S., Utrecht University, Sorbonnelaan 16, 3584 CA Utrecht, Netherlands",Caffeine; Forensic toxicology; Gas chromatography/mass spectrometry; Illicit preparations; para-Fluorofentanyl,caffeine; fentanyl derivative; illicit drug; article; capsule filling; gas chromatography; high performance liquid chromatography; mass spectrometry; Netherlands; priority journal; quantitative analysis; sampling; seizure; tablet formulation; ultraviolet spectroscopy; validation process,"De Boer, D.; Instituto Nacional do Desporto, Av. Prof. Egas Moniz (Estadio Univ.), 1600-190 Lisbon, Portugal; email: douwedeboer@mail.telepac.pt",Article,Final,,Scopus,2-s2.0-0037430673,,IFSMS 2004,Drugs,Drugs
"Jimeno M.L., Alkorta I., Canoa C., Jagerovic N., Goya P., Elguero J., Foces-Foces C.",7003949931;7005819296;15727365300;7003392193;7004367690;35474081900;7006413078;,"Fentanyl and its analogue N-(1-phenylpyrazol-3-yl)-N-[1-(2-phenylethyl)-4- piperidyl]propanamide: 1H- and 13C-NMR spectroscopy, X-ray crystallography, and theoretical calculations",2003,Chemical and Pharmaceutical Bulletin,51,8,,929,934,,9,10.1248/cpb.51.929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142766884&doi=10.1248%2fcpb.51.929&partnerID=40&md5=8e4a1908cf41bb9e5a2157aaf2c9fa12,"Instituto de Química Médica, Consejo Superior de Investigaciones Científicas, Juan de la Cierva, 3, E-28006 Madrid, Spain; Departamento de Cristalografia, Instituto de Química-Física 'Rocasolano', Serrano, 119, E-28006 Madrid, Spain","Jimeno, M.L., Instituto de Química Médica, Consejo Superior de Investigaciones Científicas, Juan de la Cierva, 3, E-28006 Madrid, Spain; Alkorta, I., Instituto de Química Médica, Consejo Superior de Investigaciones Científicas, Juan de la Cierva, 3, E-28006 Madrid, Spain; Canoa, C., Instituto de Química Médica, Consejo Superior de Investigaciones Científicas, Juan de la Cierva, 3, E-28006 Madrid, Spain; Jagerovic, N., Instituto de Química Médica, Consejo Superior de Investigaciones Científicas, Juan de la Cierva, 3, E-28006 Madrid, Spain; Goya, P., Instituto de Química Médica, Consejo Superior de Investigaciones Científicas, Juan de la Cierva, 3, E-28006 Madrid, Spain; Elguero, J., Instituto de Química Médica, Consejo Superior de Investigaciones Científicas, Juan de la Cierva, 3, E-28006 Madrid, Spain; Foces-Foces, C., Departamento de Cristalografia, Instituto de Química-Física 'Rocasolano', Serrano, 119, E-28006 Madrid, Spain",Analgesia; B3LYP; Crystal structure; Fentanyl; GIAO; Pyrazole,"anion; cation; chloride; fentanyl; fentanyl derivative; n (1 phenylpyrazol 3 yl) n [1 (2 phenylethyl) 4 piperidyl]propanamide; oxalic acid; unclassified drug; water; carbon; drug derivative; fentanyl; proton; pyrazole derivative; analgesia; article; carbon nuclear magnetic resonance; crystal structure; proton nuclear magnetic resonance; proton transport; solid state; structure analysis; theoretical study; X ray crystallography; chemical model; chemistry; methodology; nuclear magnetic resonance; X ray crystallography; Carbon Radioisotopes; Crystallography, X-Ray; Fentanyl; Models, Chemical; Nuclear Magnetic Resonance, Biomolecular; Protons; Pyrazoles","Jagerovic, N.; Instituto de Química Médica, Juan de la Cierva, 3, E-28006 Madrid, Spain; email: nadine@iqm.csic.es",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-2142766884,,IFSMS 2004,Drugs,Drugs
"Van Nimmen N.F.J., Veulemans H.A.F.",6507485765;6701810828;,"Development and validation of a highly sensitive gas chromatographic-mass spectrometric screening method for the simultaneous determination of nanogram levels of fentanyl, sufentanil and alfentanil in air and surface contamination wipes",2004,Journal of Chromatography A,1035,2,,249,259,,22,10.1016/j.chroma.2004.02.074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842428180&doi=10.1016%2fj.chroma.2004.02.074&partnerID=40&md5=b55a6f2f8c16291ba183dfb1cf640bc5,"Lab. for Occup. Hyg. and Toxicology, Dept. Occup., Environ. and Ins. Med., Katholieke Universiteit Leuven, Kapucijnenvoer 35, B-3000 Leuven, Belgium","Van Nimmen, N.F.J., Lab. for Occup. Hyg. and Toxicology, Dept. Occup., Environ. and Ins. Med., Katholieke Universiteit Leuven, Kapucijnenvoer 35, B-3000 Leuven, Belgium; Veulemans, H.A.F., Lab. for Occup. Hyg. and Toxicology, Dept. Occup., Environ. and Ins. Med., Katholieke Universiteit Leuven, Kapucijnenvoer 35, B-3000 Leuven, Belgium",Air analysis; Alfentanil; Fentanyl; Opioids; Sufentanil; Surface contamination; Validation,Air pollution; Contamination; Industrial hygiene; Mass spectrometry; Organic compounds; Opioid; Surface contamination wipes; Gas chromatography; alfentanil; fentanyl; nanoparticle; narcotic agent; opiate; sufentanil; accuracy; air analysis; air pollution; analytic method; article; correlation coefficient; environmental temperature; extraction; gas chromatography; ion monitoring; mass spectrometry; priority journal; quantitative analysis; sampling; screening; simulation; spectral sensitivity; statistical significance; surface property; temperature dependence; validation process; Air; Alfentanil; Fentanyl; Gas Chromatography-Mass Spectrometry; Reproducibility of Results; Sensitivity and Specificity; Sufentanil,"Van Nimmen, N.F.J.; Lab. for Occup. Hyg. and Toxicology, Kapucijnenvoer 35, B-3000 Leuven, Belgium; email: nadine.vannimmen@med.kuleuven.ac.be",Article,Final,,Scopus,2-s2.0-1842428180,,IFSMS 2004,Drugs,Drugs
"Ye N., Zhu R., Gu X., Zou H.",7006881183;7202446554;7403203807;55727306900;,"Determination of scopolamine, atropine and anisodamine in Flos daturae by capillary electrophoresis",2001,Biomedical Chromatography,15,8,,509,512,,25,10.1002/bmc.112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035665045&doi=10.1002%2fbmc.112&partnerID=40&md5=beea74e31680fcb361bff9c60b7d070b,"Department of Chemistry, Capital Normal University, Beijing 100037, China","Ye, N., Department of Chemistry, Capital Normal University, Beijing 100037, China; Zhu, R., Department of Chemistry, Capital Normal University, Beijing 100037, China; Gu, X., Department of Chemistry, Capital Normal University, Beijing 100037, China; Zou, H., Department of Chemistry, Capital Normal University, Beijing 100037, China",,"anisodamine; atropine; buffer; phosphate; scopolamine; tetrahydrofuran; tropane alkaloid; article; capillary electrophoresis; concentration (parameters); controlled study; correlation function; drug determination; Flos daturae; pH; plant; Atropine; Buffers; Drugs, Chinese Herbal; Electrophoresis, Capillary; Furans; Hydrogen-Ion Concentration; Quality Control; Reproducibility of Results; Scopolamine; Solanaceous Alkaloids; Flos","Zhu, R.; Department of Chemistry, , Beijing 100037, China; email: Zhurh@mail.cnu.edu.cn",Article,Final,,Scopus,2-s2.0-0035665045,,IFSMS 2004,Drugs,Drugs
"Olsen B.A., Borer M.W., Perry F.M., Forbes R.A.",7201356992;6602987157;7005269368;7102425023;,Screening for counterfeit drugs using near-infrared spectroscopy,2002,Pharmaceutical Technology North America,26,6,,62,71+95,,29,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036628074&partnerID=40&md5=7b0ba0947b2f319798cfcecd66c31506,"Lilly Research Laboratories, Eli Lilly and Company, 1650 Lilly Road, Lafayette, IN 47909, United States","Olsen, B.A., Lilly Research Laboratories, Eli Lilly and Company, 1650 Lilly Road, Lafayette, IN 47909, United States; Borer, M.W., Lilly Research Laboratories, Eli Lilly and Company, 1650 Lilly Road, Lafayette, IN 47909, United States; Perry, F.M., Lilly Research Laboratories, Eli Lilly and Company, 1650 Lilly Road, Lafayette, IN 47909, United States; Forbes, R.A., Lilly Research Laboratories, Eli Lilly and Company, 1650 Lilly Road, Lafayette, IN 47909, United States",,Drug products plants; Health care; Infrared spectroscopy; Counterfeit drugs; Drug products; filler; fluoxetine; generic drug; glycerol; illicit drug; lactose; silicone; starch; stearic acid; article; drug capsule; drug formulation; drug identification; drug quality; drug screening; forgery; near infrared spectroscopy,"Olsen, B.A.; Lilly Research Laboratories, 1650 Lilly Road, Lafayette, IN 47909, United States; email: Olsen_Bernard_A@lilly.com",Article,Final,,Scopus,2-s2.0-0036628074,,IFSMS 2004,Drugs,Drugs
"Dongre V.G., Kamble V.W.",8537861700;7003373450;,HPTLC detection and identification of heroin (diacetylmorphine) in forensic samples. Part III,2003,Journal of Planar Chromatography - Modern TLC,16,6,,458,460,,3,10.1556/JPC.16.2003.6.10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0742289006&doi=10.1556%2fJPC.16.2003.6.10&partnerID=40&md5=3e4b5fd66ddb41aa232ae1659282708a,"Department of Chemistry, Dr B. Ambedkar Marathwada University, Aurangabad-431 004, India; Regional Forensic Science Laboratory, State of Maharashtra, Aurangabad-431 004, India","Dongre, V.G., Department of Chemistry, Dr B. Ambedkar Marathwada University, Aurangabad-431 004, India; Kamble, V.W., Regional Forensic Science Laboratory, State of Maharashtra, Aurangabad-431 004, India","2,2′-Dipyridyl; Chromogenic Reagent; Ferric chloride; Heroin (diacetylmorphine, DAM); HPTLC","Alcohols; Drug products; Solutions; Forensic samples; Spray reagents; Thin layer chromatography; 2,2' bipyridine; alcohol; codeine; diamorphine; ferric chloride; isoquinoline; morphine; noscapine; opiate; papaverine; phenanthrene; reagent; thebaine; analytic method; aqueous solution; article; forensic identification; heating; high performance thin layer chromatography; high temperature; sample; sensitivity and specificity","Dongre, V.G.; Department of Chemistry, , Aurangabad-431 004, India",Article,Final,,Scopus,2-s2.0-0742289006,,IFSMS 2004,Drugs,Drugs
"Fitsev I.M., Budnikov G.K., Blokhin V.K., Teslenko P.G.",9041442800;7005814590;7006799788;6507841974;,Gas chromatographic determination of diacetylmorphine with mass spectrometric detection,2003,Zhurnal Analiticheskoj Khimii,58,8,,847,855,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141783541&partnerID=40&md5=a3b068fcaa663049449db20056d87390,,"Fitsev, I.M.; Budnikov, G.K.; Blokhin, V.K.; Teslenko, P.G.",,,,Article,Final,,Scopus,2-s2.0-0141783541,,IFSMS 2004,Drugs,Drugs
"Kulikowska J., Celinski R., Soja A., Sybirska H.",,Investigations on the quality of homemade poppy straw products (Compote) at the forensic medicine department in Katowice,2001,"Proceedings, 39th Annual TIAFT Meeting, Prague",,,,,,,,,,,,,,,,,,,,,IFSMS 2004,Drugs,Drugs
"Lurie I.S., Hays P.A., Garcia A.E., Panicker S.",7006426157;7005871863;7404608256;7003294063;,"Use of dynamically coated capillaries for the determination of heroin, basic impurities and adulterants with capillary electrophoresis",2004,Journal of Chromatography A,1034,1--2,,227,235,,57,10.1016/j.chroma.2004.01.062,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642349238&doi=10.1016%2fj.chroma.2004.01.062&partnerID=40&md5=70a2705aec9de0dfc7b1ba7912d9691f,"Spec. Test. and Research Laboratory, US Drug Enforcement Administration, 22624 Dulles Summit Court, Dulles, VA 20166, United States","Lurie, I.S., Spec. Test. and Research Laboratory, US Drug Enforcement Administration, 22624 Dulles Summit Court, Dulles, VA 20166, United States; Hays, P.A., Spec. Test. and Research Laboratory, US Drug Enforcement Administration, 22624 Dulles Summit Court, Dulles, VA 20166, United States; Garcia, A.E., Spec. Test. and Research Laboratory, US Drug Enforcement Administration, 22624 Dulles Summit Court, Dulles, VA 20166, United States; Panicker, S., Spec. Test. and Research Laboratory, US Drug Enforcement Administration, 22624 Dulles Summit Court, Dulles, VA 20166, United States",Coated capillaries; Cyclodextrins; Dynamic coating; Forensic analysis; Heroin,"Chromatographic analysis; Electrophoresis; Impurities; Surface active agents; Adulterants; Heroin; Drug products; cyclodextrin; diamorphine; dodecyl sulfate sodium; polycation; acidity; addition reaction; alkalinity; analytic method; article; capillary zone electrophoresis; coated particle; diagnostic accuracy; drug impurity; intermethod comparison; micellar electrokinetic chromatography; molecular dynamics; phase separation; priority journal; separation technique; Electrophoresis, Capillary; Heroin","Lurie, I.S.; Spec. Test. and Research Laboratory, 22624 Dulles Summit Court, Dulles, VA 20166, United States; email: islurie@adelphia.net",Article,Final,,Scopus,2-s2.0-1642349238,,IFSMS 2004,Drugs,Drugs
"Macchia M., Manetto G., Mori C., Papi C., Di Pietro N., Salotti V., Bortolotti F., Tagliaro F.",7006067881;6602939733;7102283033;7003574543;14052031500;22954961600;7005050288;7006052078;,Use of β-cyclodextrin in the capillary zone electrophoretic separation of the components of clandestine heroin preparations,2001,Journal of Chromatography A,924,1--2,,499,506,,35,10.1016/S0021-9673(01)00734-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035958576&doi=10.1016%2fS0021-9673%2801%2900734-8&partnerID=40&md5=e3ea564f591fcb652ea8e76bc1bbc72d,"Department of Pharmaceutical Sciences, University of Pisa, 56126 Pisa, Italy; Department of Public Medicine and Health, University of Verona, 37134 Verona, Italy; GeneDia, S.r.l, Lammari, Lucca, Italy; Institute of Forensic Medicine, Catholic University of the Sacred Heart, 00168 Rome, Italy","Macchia, M., Department of Pharmaceutical Sciences, University of Pisa, 56126 Pisa, Italy; Manetto, G., Department of Public Medicine and Health, University of Verona, 37134 Verona, Italy; Mori, C., Department of Pharmaceutical Sciences, University of Pisa, 56126 Pisa, Italy; Papi, C., Department of Pharmaceutical Sciences, University of Pisa, 56126 Pisa, Italy; Di Pietro, N., GeneDia, S.r.l, Lammari, Lucca, Italy; Salotti, V., GeneDia, S.r.l, Lammari, Lucca, Italy; Bortolotti, F., Department of Public Medicine and Health, University of Verona, 37134 Verona, Italy; Tagliaro, F., Institute of Forensic Medicine, Catholic University of the Sacred Heart, 00168 Rome, Italy",Codeine; Forensic analysis; Heroin; Morphine; Narcotine,"Evaporation; Optimization; pH; Separation; Rapid determination; Electrophoresis; acetylcodeine; beta cyclodextrin; buffer; codeine; diamorphine; morphine; noscapine; papaverine; phenethylamine; accuracy; analytic method; article; capillary zone electrophoresis; drug determination; drug synthesis; evaluation; evaporation; light absorption; pH; priority journal; standard; technique; temperature; beta-Cyclodextrins; Cyclodextrins; Electrophoresis, Capillary; Heroin; Reference Standards; Reproducibility of Results; Sensitivity and Specificity; Street Drugs","Macchia, M.; Dept. of Pharmaceutical Sciences, , 56126 Pisa, Italy; email: mmacchia@farm.unipi.it",Article,Final,,Scopus,2-s2.0-0035958576,,IFSMS 2004,Drugs,Drugs
"Alston II W.C., Ng K.",57197387734;57212328021;,Rapid colorimetric screening test for γ-hydroxybutyric acid (liquid X) in human urine,2002,Forensic Science International,126,2,,114,117,,24,10.1016/S0379-0738(02)00050-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037129056&doi=10.1016%2fS0379-0738%2802%2900050-6&partnerID=40&md5=bddf5a653bb1028237f6831b53880360,"Southwestern Academy, 2800 Monterey Road, San Marino, CA 91108, United States; Department of Chemistry and Biochemistry, California State University San Marcos, San Marcos, CA 92096, United States","Alston II, W.C., Southwestern Academy, 2800 Monterey Road, San Marino, CA 91108, United States; Ng, K., Department of Chemistry and Biochemistry, California State University San Marcos, San Marcos, CA 92096, United States",γ-Hydroxybutyric acid (GHB); γ-Hydroxybutyrolactone; Colorimetric test; Drug; Ferric hydroxamate test,4 hydroxybutyric acid; alcohol; ferric hydroxamate; hydroxamic acid; phenol derivative; unclassified drug; accuracy; analytical error; article; colorimetry; female; human; male; normal human; priority journal; urinalysis; Colorimetry; Female; Forensic Medicine; Humans; Hydroxybutyrates; Male; Substance-Related Disorders,"Ng, K.; Department of Chemistry, , San Marcos, CA 92096, United States; email: kalston@csusm.edu",Article,Final,,Scopus,2-s2.0-0037129056,,IFSMS 2004,Drugs,Drugs
"Bishop S.C., McCord B.R., Svec F.",,Analysis of GHB and its analogs by capillary electrochromatography,2002,Proceedings of the American Academy of Forensic Sciences,8,,,,268,,,,,,,,,,,,,,,,IFSMS 2004,Drugs,Drugs
"Bravo D.T., Harris D.O., Parsons S.M.",57224601398;37044223700;7202703170;,"Reliable, Sensitive, Rapid and Quantitative Enzyme-Based Assay for Gamma-Hydroxybutyric Acid (GHB)",2004,Journal of Forensic Sciences,49,2,,379,387,,25,10.1520/jfs2003165,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542317063&doi=10.1520%2fjfs2003165&partnerID=40&md5=54bb7c4e32b2128c182e683adee17919,"Dept. of Chemistry and Biochemistry, University of California, Santa Barbara, CA 93106, United States","Bravo, D.T., Dept. of Chemistry and Biochemistry, University of California, Santa Barbara, CA 93106, United States; Harris, D.O., Dept. of Chemistry and Biochemistry, University of California, Santa Barbara, CA 93106, United States; Parsons, S.M., Dept. of Chemistry and Biochemistry, University of California, Santa Barbara, CA 93106, United States",4-hydroxybutyrate; Enzymatic detection; Forensic science; gamma-hydroxybutyrate dehydrogenase; GHB; Tetrazolium pro-dye,4 hydroxybutyric acid; alcohol; DNA; genomic DNA; hybrid protein; oxidoreductase; water; affinity chromatography; alcoholic beverage; conference paper; DNA sequence; enzyme activity; enzyme assay; Escherichia coli; forensic science; human; Michaelis Menten kinetics; nonhuman; nucleotide sequence; priority journal; protein purification; screening test; urine level; Wautersia eutropha,"Parsons, S.M.; Dept. of Chemistry and Biochemistry, , Santa Barbara, CA 93106, United States",Conference Paper,Final,,Scopus,2-s2.0-1542317063,,IFSMS 2004,Drugs,Drugs
Chappell J.S.,,The non-equilibrium aqueous solution chemistry of gamma-hydroxybutyric acid,2002,JCLIC,12,4,,20,27,,5,,,,,,,,,,,,2-s2.0-0347805939,,IFSMS 2004,Drugs,Drugs
