Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"LeBelle M.J., Lauriault G., Lavoie A.",6701828273;6602276369;57197089493;,Gas chromatographic-mass spectrometric identification of chiral derivatives of the alkaloids of KHAT,1993,Forensic Science International,61,1,NA,53,64,NA,11,10.1016/0379-0738(93)90249-A,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027375827&doi=10.1016%2f0379-0738%2893%2990249-A&partnerID=40&md5=ee1c9c4bb81112abcd243bb4e81d8deb,"Bureau of Drug Research, Health and Welfare Canada, Ottawa, Ontario, Canada","LeBelle, M.J., Bureau of Drug Research, Health and Welfare Canada, Ottawa, Ontario, Canada; Lauriault, G., Bureau of Drug Research, Health and Welfare Canada, Ottawa, Ontario, Canada; Lavoie, A., Bureau of Drug Research, Health and Welfare Canada, Ottawa, Ontario, Canada",Cathine; Cathinone; Derivatization; Identification; Khat; Resolution,alkaloid; amide; calcium sulfate; cathinone; dicyclohexylcarbodiimide; phenylacetic acid; article; Canada; Catha edulis; enantiomer; gas chromatography; mass spectrometry; nonhuman; priority journal; racemic mixture,"LeBelle, M.J.",Article,Final,NA,Scopus,2-s2.0-0027375827,,IFSMS 1995,Drugs,Drugs
"Mathys K., Brenneisen R.",6507443577;7005315750;,HPLC and TLC profiles of phenylalkylamines of khat (Catha edulis Forsk.) confiscated in Switzerland,1993,Pharmaceutica Acta Helvetiae,68,2,NA,121,128,NA,17,10.1016/0031-6865(93)90014-W,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027508533&doi=10.1016%2f0031-6865%2893%2990014-W&partnerID=40&md5=9e4b0d6c022af9b7deb2d2a7e75072cd,"Institute of Pharmacy, University of Berne, Baltzerstrasse 5, CH-3012 Berne, Switzerland","Mathys, K., Institute of Pharmacy, University of Berne, Baltzerstrasse 5, CH-3012 Berne, Switzerland; Brenneisen, R., Institute of Pharmacy, University of Berne, Baltzerstrasse 5, CH-3012 Berne, Switzerland",Cathinone; HPLC-DAD; Khat (Catha edulis); TLC,cathinone; norephedrine; norpseudoephedrine; article; Catha edulis; chemical analysis; drug control; high performance liquid chromatography; Switzerland; thin layer chromatography; ultraviolet spectrophotometry,"Brenneisen, R.; Institute of Pharmacy, University of Berne, Baltzerstrasse 5, CH-3012 Berne, Switzerland",Article,Final,NA,Scopus,2-s2.0-0027508533,,IFSMS 1995,Drugs,Drugs
"Morselli O., Bovolenta A., Ripani L., Garofano L.",NA,Gas-chromatography/mass spectrometry determination of the active principles of â€œCatha edulisâ€ African vegetable,1992,Microgram,25,NA,NA,290,294,NA,1,NA,NA,NA,"Morselli, O.; Bovolenta, A.; Ripani, L.; Garofano, L.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-84915480493,,IFSMS 1995,Drugs,Drugs
"Heagy J., Moriwaki M., Chan K.",NA,LSD extraction from blotter paper,1995,Microgram,28,NA,NA,85,90,NA,1,NA,NA,NA,"Heagy, J.; Moriwaki, M.; Chan, K.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-9544235377,,IFSMS 1995,Drugs,Drugs
Kilmer S.D.,7003553576;,The isolation and identification of lysergic acid diethylamide (LSD) from sugar cubes and a liquid substrate,1994,Journal of Forensic Sciences,39,3,NA,860,862,NA,6,10.1520/jfs13665j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028673610&doi=10.1520%2fjfs13665j&partnerID=40&md5=bb81a304a9293a06c37aba39e888feb0,"South Carolina Law Enforcement Div., 4416 Broad River Road, Columbia, SC 29210, United States","Kilmer, S.D., South Carolina Law Enforcement Div., 4416 Broad River Road, Columbia, SC 29210, United States",LSD; toxicology,lysergide; sugar; article; container; extraction; forensic science; gas chromatography; high performance liquid chromatography; mass spectrometry; priority journal; sample; toxicology; ultraviolet radiation,"Kilmer, S.D.; South Carolina Law Enforcement Div., 4416 Broad River Road, Columbia, SC 29210, United States",Article,Final,NA,Scopus,2-s2.0-0028673610,,IFSMS 1995,Drugs,Drugs
"Ripani L., Schiavone S., Garofano L.",57219735764;57190134172;57213068762;,GC quantitative determination of illicit LSD,1994,Journal of Forensic Sciences,39,2,NA,512,517,NA,4,10.1520/jfs13623j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028672716&doi=10.1520%2fjfs13623j&partnerID=40&md5=79e0278786c9db27f5bf9a295a3095d5,"CCIS, Via Aurelia, 511, 00165 Roma, Italy","Ripani, L., CCIS, Via Aurelia, 511, 00165 Roma, Italy; Schiavone, S., CCIS, Via Aurelia, 511, 00165 Roma, Italy; Garofano, L., CCIS, Via Aurelia, 511, 00165 Roma, Italy",chromatographic analysis; forensic science; illicit drugs; LSD,"3,4 methylenedioxyamphetamine; 3,4 methylenedioxymethamphetamine; alfentanil; alphaprodine; anileridine; cocaine; cocaine derivative; codeine; dipipanone; fentanyl; illicit drug; lysergide; morphine; oxycodone; sufentanil; tetrahydrocannabinolic acid; article; diagnostic accuracy; drug determination; high performance liquid chromatography; priority journal; ultraviolet spectroscopy","Ripani, L.; CCIS, Via Aurelia, 511, 00165 Roma, Italy",Article,Final,NA,Scopus,2-s2.0-0028672716,,IFSMS 1995,Drugs,Drugs
Veress T.,6602301920;,Study of the extraction of LSD from illicit blotters for HPLC determination,1993,Journal of Forensic Sciences,38,5,NA,1105,1110,NA,15,10.1520/jfs13514j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027184019&doi=10.1520%2fjfs13514j&partnerID=40&md5=5d2d9346c036b0429883206466371a29,"Institute for Forensic Science, P.O.B. 31414, Budapest H-1903, Hungary","Veress, T., Institute for Forensic Science, P.O.B. 31414, Budapest H-1903, Hungary",chromatographic determination; experimental design; extraction; forensic science; lysergic acid diethylamide (LSD),illicit drug; lysergide; article; diagnostic accuracy; drug determination; drug isolation; forensic science; high performance liquid chromatography; priority journal,"Veress, T.; Institute for Forensic Science, P.O.B. 31414, Budapest H-1903, Hungary",Article,Final,NA,Scopus,2-s2.0-0027184019,,IFSMS 1995,Drugs,Drugs
Morales R.,,Quantitative analysis of lysergic acid diethylamide by gas liquid chromatography,1993,Microgram,26,,,129,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
"Pulte L., Maberry J.",NA,Fingerprint processing of blotter paper and its effect on LSD analysis,1993,Microgram,XXVU,11,NA,246,247,NA,1,NA,NA,NA,"Pulte, L.; Maberry, J.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-85074373174,,IFSMS 1995,Drugs,Drugs
"Neville G.A., Beckstead H.D., Black D.B., Dawson B.A., Ethier J.C.",NA,USP Lysergic acid diethylamide tartrate (LOT 1) authentic substance recharacterized for authentication of a house supply of lysergide (LSD) tartrate,1992,Can. J. Appl. Spectrosc.,37,6,NA,NA,NA,NA,5,NA,NA,NA,"Neville, G.A.; Beckstead, H.D.; Black, D.B.; Dawson, B.A.; Ethier, J.C.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-77956756380,,IFSMS 1995,Drugs,Drugs
"Taylor R., Lydon J., Anderson J.D.",7405761830;7006442190;57206879803;,Anatomy and viability of Cannabis sativa stem cuttings with and without adventitious roots,1994,Journal of Forensic Sciences,39,3,NA,769,777,NA,1,10.1520/jfs13654j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028672787&doi=10.1520%2fjfs13654j&partnerID=40&md5=e90058d834db36d77d3cc00a65730bba,"USDA/ARS/WSL, Bldg. 001, Beltsville, MD 20705, United States","Taylor, R., USDA/ARS/WSL, Bldg. 001, Beltsville, MD 20705, United States; Lydon, J., USDA/ARS/WSL, Bldg. 001, Beltsville, MD 20705, United States; Anderson, J.D., USDA/ARS/WSL, Bldg. 001, Beltsville, MD 20705, United States",criminalistics; hemp; marijuana; root development; vegetative propagation,cannabis; article; biomass; nonhuman; plant growth; plant root; plant seed; priority journal,"Lydon, J.; USDA/ARS/WSL, , Beltsville, MD 20705, United States",Article,Final,NA,Scopus,2-s2.0-0028672787,,IFSMS 1995,Drugs,Drugs
Veress T.,6602301920;,Sample preparation by supercritical fluid extraction for quantification a model based on the diffusion-layer theory for determination of extraction time,1994,Journal of Chromatography A,668,2,NA,285,291,NA,23,10.1016/0021-9673(94)80117-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028308726&doi=10.1016%2f0021-9673%2894%2980117-7&partnerID=40&md5=c1a349c58dfed9de84403a4646996874,"Institute of Forensic Sciences, P.O. Box 314/4, H-1903 Budapest, Hungary","Veress, T., Institute of Forensic Sciences, P.O. Box 314/4, H-1903 Budapest, Hungary",NA,"cannabinoid; conference paper; diffusion; extraction; mathematical model; priority journal; supercritical fluid extraction; Cannabinoids; Cannabis; Chromatography, High Pressure Liquid; Plant Extracts; Time Factors","Veress, T.; Institute of Forensic Sciences, P.O. Box 314/4, H-1903 Budapest, Hungary",Article,Final,NA,Scopus,2-s2.0-0028308726,,IFSMS 1995,Drugs,Drugs
Hauber D.J.,6603060085;,Marijuana analysis with recording of botanical features present and without the environmental pollutants of the Duquenois-Levine Test,1992,Journal of Forensic Sciences,37,6,NA,1656,1661,NA,4,10.1520/jfs13356j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026472043&doi=10.1520%2fjfs13356j&partnerID=40&md5=ab5b019aa936b9bd1b513da59840197e,"KY State Police-Northern Reg. Lab, Box 130, 537 John's Hill Rd, Highland Heights, KY 41076, United States","Hauber, D.J., KY State Police-Northern Reg. Lab, Box 130, 537 John's Hill Rd, Highland Heights, KY 41076, United States",criminalistics; Duquenois-Levine Test; marijuana analysis; TLC of cannabinoids,cannabis; article; botany; documentation; drug determination; hazardous waste; microscopy; morphology; nonhuman; pollutant; pollution; priority journal; sample; thin layer chromatography; waste disposal,"Hauber, D.J.; KY State Police-Northern Reg. Lab, 537 John's Hill Rd, Highland Heights, KY 41076, United States",Article,Final,NA,Scopus,2-s2.0-0026472043,,IFSMS 1995,Drugs,Drugs
"Casale J.F., Hays P.A., Klein R.F.X.",7004165743;7005871863;7404357818;,"Synthesis and characterization of the 2,3-methylenedioxyamphetamines",1995,Journal of Forensic Sciences,40,3,NA,391,400,NA,27,10.1520/jfs13793j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029009584&doi=10.1520%2fjfs13793j&partnerID=40&md5=906304f73c71d2081edeb2587e87c6fa,"DEA Special Testing and Research Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States","Casale, J.F., DEA Special Testing and Research Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States; Hays, P.A., DEA Special Testing and Research Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States; Klein, R.F.X., DEA Special Testing and Research Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States","2,3-methylenedioxyamphetamine; analogs; chemical analysis; designer drugs; positional isomers; synthesis; toxicology","2,3 methylenedioxyamphetamine; 2,3 methylenedioxyamphetamine derivative; 3,4 methylenedioxyamphetamine derivative; amphetamine derivative; nitrostyrene; styrene; styrene derivative; unclassified drug; article; capillary gas chromatography; drug structure; drug synthesis; infrared spectroscopy; mass spectrometry; nuclear magnetic resonance; priority journal","Casale, J.F.; DEA Special Testing and Research Lab, 7704 Old Springhouse Rd., McLean, VA 22102, United States",Article,Final,NA,Scopus,2-s2.0-0029009584,,IFSMS 1995,Drugs,Drugs
"Clark C.R., DeRuiter J., Noggle Jr. F.T., Valaer A.",,"Identification of 1-(3, 4-methylenedioxy-phenyl)-2-butanamines related to MDMA",1995,Microgram,28,,,154,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
"Morselli O., Bovolenta A., Ripani L., Garofano L., Schiavone S.",NA,'Designer Drugs' in the Italian Clandestine Market: Situation and New Analytical Problems,1994,Microgram,27,1,NA,28,33,NA,1,NA,NA,NA,"Morselli, O.; Bovolenta, A.; Ripani, L.; Garofano, L.; Schiavone, S.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-6844243804,,IFSMS 1995,Drugs,Drugs
"Veress T., Gal T., Nagy G., Nagy J., Korosi A.",,"Analytical study on illegally produced 3, 4-methylenedioxy-N-ethylamphetamine",1994,Microgram,27,,,48,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
"Rosner P., Junge T.",NA,"N-Methyl-1-(3,4-methylenedioxyphenyl)-2-butanamine, a representative of a new class of street drugs",1994,Microgram,27,12,NA,411,418,NA,17,NA,NA,NA,"RÃ¶sner, P.; Junge, T.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-0000056907,,IFSMS 1995,Drugs,Drugs
"Glennon R.A., Young R., Martin B.R., Dal Cason T.A.",35514623700;7405925241;36040508700;6603032103;,Methcathinone (cat): An enantiomeric potency comparison,1995,"Pharmacology, Biochemistry and Behavior",50,4,NA,601,606,NA,70,10.1016/0091-3057(94)00348-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028986790&doi=10.1016%2f0091-3057%2894%2900348-3&partnerID=40&md5=b6ec06d99a80d7e7cd517ae2ed1d8acc,"Department of Medicinal Chemistry, School of Pharmacy, Medical College of Virginia, Virginia Commonwealth University, Richmond, Virginia 23298-0540 U.S.A. and Department of Pharmacology, Medical College of Virginia, Virginia Commonwealth University, Richmond, Virginia 23298-0540 U.S.A.; North Central Laboratory, Drug Enforcement Administration, 500 U.S. Customhouse, Chicago, IL 60607, United States","Glennon, R.A., Department of Medicinal Chemistry, School of Pharmacy, Medical College of Virginia, Virginia Commonwealth University, Richmond, Virginia 23298-0540 U.S.A. and Department of Pharmacology, Medical College of Virginia, Virginia Commonwealth University, Richmond, Virginia 23298-0540 U.S.A.; Young, R.; Martin, B.R., Department of Medicinal Chemistry, School of Pharmacy, Medical College of Virginia, Virginia Commonwealth University, Richmond, Virginia 23298-0540 U.S.A. and Department of Pharmacology, Medical College of Virginia, Virginia Commonwealth University, Richmond, Virginia 23298-0540 U.S.A.; Dal Cason, T.A., North Central Laboratory, Drug Enforcement Administration, 500 U.S. Customhouse, Chicago, IL 60607, United States",Amphetamine; Central stimulants; Cocaine; Drug discrimination; Methcathinone; Optical isomers,"amphetamine; cocaine; methcathinone; psychostimulant agent; unclassified drug; monomethylpropion; propiophenone derivative; animal experiment; article; controlled study; discriminative stimulus; drug discrimination; drug potency; drug synthesis; enantiomer; instrumental conditioning; intraperitoneal drug administration; locomotion; male; mouse; nonhuman; priority journal; stimulus generalization; animal; comparative study; drug effect; learning; motor activity; mouse strain; rat; rat strain; stereoisomerism; stimulation; Animal; Comparative Study; Generalization, Stimulus; Male; Mice; Mice, Inbred ICR; Motor Activity; Propiophenones; Rats; Rats, Sprague-Dawley; Stereoisomerism; Stimulation, Chemical; Support, U.S. Gov't, P.H.S.","Glennon, R.A.",Article,Final,NA,Scopus,2-s2.0-0028986790,,IFSMS 1995,Drugs,Drugs
"LeBelle M.J., Savard C., Dawson B.A., Black D.B., Katyal L.K., Zrcek F., By A.W.",6701828273;6701738624;35549177100;7402568900;6505646032;8545463900;6603698542;,"Chiral identification and determination of ephedrine, pseudoephedrine, methamphetamine and metecathinone by gas chromatography and nuclear magnetic resonance",1995,Forensic Science International,71,3,NA,215,223,NA,64,10.1016/0379-0738(94)01669-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028957630&doi=10.1016%2f0379-0738%2894%2901669-0&partnerID=40&md5=5d4e4b2e9b7818456a95717dd061ebe1,"Pharmaceutical Chemistry Division, Bureau of Drug Research Banting Building, Tunney's Pasture, Ottawa, Ontario, Canada K1A OL2, Canada; Forensic Science Laboratory, Haryana Madhybam (Karnal), Karnal, India, India; Institute of Criminalistics, Criminal Police Centre, Prague, Czech Republic","LeBelle, M.J., Pharmaceutical Chemistry Division, Bureau of Drug Research Banting Building, Tunney's Pasture, Ottawa, Ontario, Canada K1A OL2, Canada; Savard, C., Pharmaceutical Chemistry Division, Bureau of Drug Research Banting Building, Tunney's Pasture, Ottawa, Ontario, Canada K1A OL2, Canada; Dawson, B.A., Pharmaceutical Chemistry Division, Bureau of Drug Research Banting Building, Tunney's Pasture, Ottawa, Ontario, Canada K1A OL2, Canada; Black, D.B., Pharmaceutical Chemistry Division, Bureau of Drug Research Banting Building, Tunney's Pasture, Ottawa, Ontario, Canada K1A OL2, Canada; Katyal, L.K., Forensic Science Laboratory, Haryana Madhybam (Karnal), Karnal, India, India; Zrcek, F., Institute of Criminalistics, Criminal Police Centre, Prague, Czech Republic; By, A.W., Pharmaceutical Chemistry Division, Bureau of Drug Research Banting Building, Tunney's Pasture, Ottawa, Ontario, Canada K1A OL2, Canada",Chiral derivatization; Chiral solvating reagent; Ephedrine; Gas chromatography; Methamphetamine; Methcathinone; Nuclear magnetic resonance; Resolution,"1 naphthol; drug derivative; ephedrine; methamphetamine; pseudoephedrine; alkalinity; article; chirality; drug determination; drug oxidation; drug structure; enantiomer; gas chromatography; mass spectrometry; nuclear magnetic resonance; priority journal; racemic mixture; Chromatography, Gas; Ephedrine; Magnetic Resonance Spectroscopy; Mass Fragmentography; Methamphetamine; Propiophenones; Stereoisomerism; Support, Non-U.S. Gov't","LeBelle, M.J.",Article,Final,NA,Scopus,2-s2.0-0028957630,,IFSMS 1995,Drugs,Drugs
"Noggle F.T., Deruiter J., Hayes L., Clark R.",NA,Stereochemical analysis of methcathinone prepared by oxidation of ephedrines and pseudoephedrines,1994,Microgram,27,4,NA,119,125,NA,1,NA,NA,NA,"Noggle, F.T.; Deruiter, J.; Hayes, L.; Clark, R.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-85062249876,,IFSMS 1995,Drugs,Drugs
"Noggle F.T., DeRuiter J., Valaer A., Clark C.R.",NA,GC-MS analysis of methcathinone and its major decomposition product,1994,Microgram,27,NA,NA,106,118,NA,6,NA,NA,NA,"Noggle, F.T.; DeRuiter, J.; Valaer, A.; Clark, C.R.",NA,NA,NA,NA,Final,NA,Scopus,2-s2.0-84862645563,,IFSMS 1995,Drugs,Drugs
"Semkin E.P., Sorokin V.I., Savenko V.G.",NA,Examination of Ephedrone,1993,Microgram,26,NA,NA,11,15,NA,1,NA,NA,NA,"Semkin, E.P.; Sorokin, V.I.; Savenko, V.G.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-12644285660,,IFSMS 1995,Drugs,Drugs
Dal Cason T.A.,NA,The identification of cathinone and methcathinone,1992,Microgram,25,NA,NA,313,328,NA,5,NA,NA,NA,"Dal Cason, T.A.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-7844249693,,IFSMS 1995,Drugs,Drugs
Kalix P.,7003380077;,"Cathinone, a Natural Amphetamine",1992,Pharmacology & Toxicology,70,2,NA,77,86,NA,191,10.1111/j.1600-0773.1992.tb00434.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026601939&doi=10.1111%2fj.1600-0773.1992.tb00434.x&partnerID=40&md5=7e3a64cc8abd10c8c3b06c7b3c19947c,"Department of Pharmacology, University of Geneva, Geneve, CH-1211, Switzerland","Kalix, P., Department of Pharmacology, University of Geneva, Geneve, CH-1211, Switzerland",NA,amphetamine; cathinone; dexamphetamine; norephedrine; animal experiment; animal tissue; catecholamine release; central nervous system stimulation; human; human experiment; nonhuman; oral drug administration; rabbit; rat; short survey; Alkaloids; Animal; Human; Mice; Psychotropic Drugs; Rats,"Kalix, P.; Department of Pharmacology, , Geneve, CH-1211, Switzerland",Article,Final,NA,Scopus,2-s2.0-0026601939,,IFSMS 1995,Drugs,Drugs
"Angelos S.A., Lankin D.C., Meyers J.A., Raney J.K.",6701698122;6701820317;7201709833;36800592300;,The structural identification of a methyl analog of methaqualone via 2- dimensional NMR techniques,1993,Journal of Forensic Sciences,38,2,NA,455,465,NA,4,10.1520/jfs13428j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027417275&doi=10.1520%2fjfs13428j&partnerID=40&md5=5351119617f413f07f32a1c6da82ffc8,"U.S. Dept. of Justice, DEA, 610 S. Canal St., Chicago, IL 60607, United States","Angelos, S.A., U.S. Dept. of Justice, DEA, 610 S. Canal St., Chicago, IL 60607, United States; Lankin, D.C., U.S. Dept. of Justice, DEA, 610 S. Canal St., Chicago, IL 60607, United States; Meyers, J.A., U.S. Dept. of Justice, DEA, 610 S. Canal St., Chicago, IL 60607, United States; Raney, J.K., U.S. Dept. of Justice, DEA, 610 S. Canal St., Chicago, IL 60607, United States",controlled substances; drug analysis; mass spectrometry; methaqualone; NMR spectrometry; toxicology,methaqualone; article; mass spectrometry; nuclear magnetic resonance; priority journal; proton nuclear magnetic resonance; toxicology,"Angelos, S.A.; U.S. Dept. of Justice, 610 S. Canal St., Chicago, IL 60607, United States",Article,Final,NA,Scopus,2-s2.0-0027417275,,IFSMS 1995,Drugs,Drugs
Clark C.C.,NA,The identification of N-methyl-1-phenylethylamine,1993,Microgram,26,5,NA,90,92,NA,4,NA,NA,NA,"Clark, C.C.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0342925557,,IFSMS 1995,Drugs,Drugs
Zhanpin W.,16159369500;,A simple and rapid method for the extraction of five major alkaloids from opium,1994,Forensic Science International,64,2--3,NA,103,106,NA,6,10.1016/0379-0738(94)90219-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028213958&doi=10.1016%2f0379-0738%2894%2990219-4&partnerID=40&md5=3a0d7da52b18f8e4935bc64e54c56faf,"Department of Toxicology, Fujian Forensic Science Institute, 147 Beida Road, Fuzhou, Fujian 350003, China","Zhanpin, W., Department of Toxicology, Fujian Forensic Science Institute, 147 Beida Road, Fuzhou, Fujian 350003, China",Alkaloid; HPLC; Opium; Solid-phase extraction,alkaloid; opiate; article; high performance liquid chromatography; priority journal; solid phase extraction; technique; time,"Zhanpin, W.; Department of Toxicology, Fujian Forensic Science Institute, 147 Beida Road, Fuzhou, Fujian 350003, China",Article,Final,NA,Scopus,2-s2.0-0028213958,,IFSMS 1995,Drugs,Drugs
"Remberg B., Nikiforov A., Buchbauer G.",6603272116;7202140453;7005853805;,Fifty years of development of opium characterization methods.,1994,Bulletin on Narcotics,46,2,NA,79,108,NA,11,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028695333&partnerID=40&md5=76923de5439741cc8b0b45ddda549f4f,"Institute of Organic Chemistry, University of Vienna, Austria.","Remberg, B., Institute of Organic Chemistry, University of Vienna, Austria.; Nikiforov, A., Institute of Organic Chemistry, University of Vienna, Austria.; Buchbauer, G., Institute of Organic Chemistry, University of Vienna, Austria.",NA,"opiate; addiction; chemistry; classification; crime; drug control; health; human; methodology; review; United Nations; Chemistry, Analytical; Crime; Drug and Narcotic Control; Human; Opium; Substance-Related Disorders; United Nations; World Health","Remberg, B.",Review,Final,NA,Scopus,2-s2.0-0028695333,,IFSMS 1995,Drugs,Drugs
"Haerer M., Kovar K.",,Designer-Drugs of the Phencyclidine Series,1994,Pharmazie in Unserer Zeit,23,,,52,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
"Allen A.C., Robles J., Dovenski Wm., Calderon S.",57214478136;15731930400;15730571700;7004553276;,PCP: A review of synthetic methods for forensic clandestine investigation,1993,Forensic Science International,61,2--3,NA,85,100,NA,9,10.1016/0379-0738(93)90217-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027442368&doi=10.1016%2f0379-0738%2893%2990217-X&partnerID=40&md5=4c10c52434cc39cad9269b172c98958a,"National Institute on Drug Abuse, Addiction Research Center, Drug Development Group, P.O. Box 5180, Baltimore, MD 21224, United States; Department of the Army, Institute of Dental Research, Fort Meade, MD, United States","Allen, A.C., National Institute on Drug Abuse, Addiction Research Center, Drug Development Group, P.O. Box 5180, Baltimore, MD 21224, United States; Robles, J., Department of the Army, Institute of Dental Research, Fort Meade, MD, United States; Dovenski, Wm., National Institute on Drug Abuse, Addiction Research Center, Drug Development Group, P.O. Box 5180, Baltimore, MD 21224, United States; Calderon, S., National Institute on Drug Abuse, Addiction Research Center, Drug Development Group, P.O. Box 5180, Baltimore, MD 21224, United States",Phencyclidine; Review; Synthetic methods,"phencyclidine; chemistry; drug synthesis; laboratory; priority journal; review; Forensic Medicine; Human; Phencyclidine; Publishing; Support, U.S. Gov't, P.H.S.; Technology, Pharmaceutical","Allen, A.C.; National Institute on Drug Abuse, Addiction Research Center, Drug Development Group, P.O. Box 5180, Baltimore, MD 21224, United States",Review,Final,NA,Scopus,2-s2.0-0027442368,,IFSMS 1995,Drugs,Drugs
"Lodge B.A., Duhaime R., Zamecnik J., MacMurray P., Brousseau R.",7005776781;9269202000;7005291260;9269202200;9269202300;,New street analogs of phencyclidine,1992,Forensic Science International,55,1,NA,13,26,NA,6,10.1016/0379-0738(92)90090-J,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026720746&doi=10.1016%2f0379-0738%2892%2990090-J&partnerID=40&md5=b993ce25b267b0997229d415bd44d0e0,"Drug Indentification Division, Bureau of Drug Research, Health Protection Branch, Tunney's Pasture, Ottawa, Ont., Canada; Field Operations Directorate, Health Protection Branch, Longueil, Que., Canada","Lodge, B.A., Drug Indentification Division, Bureau of Drug Research, Health Protection Branch, Tunney's Pasture, Ottawa, Ont., Canada; Duhaime, R., Drug Indentification Division, Bureau of Drug Research, Health Protection Branch, Tunney's Pasture, Ottawa, Ont., Canada; Zamecnik, J., Drug Indentification Division, Bureau of Drug Research, Health Protection Branch, Tunney's Pasture, Ottawa, Ont., Canada; MacMurray, P., Field Operations Directorate, Health Protection Branch, Longueil, Que., Canada; Brousseau, R., Field Operations Directorate, Health Protection Branch, Longueil, Que., Canada",IR; MS; NMR; Phencyclidine; Spectra; Street analogs; UV,phencyclidine derivative; street drug; article; canada; chemical structure; drug synthesis; gas chromatography; infrared spectrometry; mass spectrometry; nuclear magnetic resonance; priority journal; ultraviolet spectrophotometry,"Lodge, B.A.; Drug Indentification Division, Bureau of Drug Research, Health Protection Branch, Tunney's Pasture, Ottawa, Ont., Canada",Article,Final,NA,Scopus,2-s2.0-0026720746,,IFSMS 1995,Drugs,Drugs
"Dwyer J., Chapman A.E., Liu X.",,Analysis of Steroids by Combined Chromatography-Infrared Spectroscopy,1995,Lc-GC,13,,,240,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
Shepherd III E.J.,,Analysis of Nandralone-n-Hexyloxyphenylpropionate,1995,Microgram,28,,,111,,,,,,,,,,,,,,,,,IFSMS 1995,Drugs,Drugs
