Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Open Access,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Smith R.M.,57218181170;,The mass spectrum of cocaine,1997,Journal of Forensic Sciences,42,3,NA,475,480,NA,8,10.1520/jfs14150j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030941626&doi=10.1520%2fjfs14150j&partnerID=40&md5=3c117731b79539aaee1092bbb50f4b25,"Wisconsin Department of Justice, Madison, Crime Laboratory, 4706 University Avenue, Madison, WI 53705, United States","Smith, R.M., Wisconsin Department of Justice, Madison, Crime Laboratory, 4706 University Avenue, Madison, WI 53705, United States",chemistry; cocaine; forensic science; mass spectrometry; substance abuse,cocaine; cocaine derivative; homococaine; article; diastereoisomer; drug structure; mass spectrometry; priority journal; reference value,"Smith, R.M.; Madison Crime Laboratory, 4706 University Avenue, Madison, WI 53705, United States",Article,Final,NA,Scopus,2-s2.0-0030941626,,IFSMS 1998,Drugs,Drugs
"Campanella L., Colapicchioni C., Tomassetti M., Dezzi S.",7101858079;6602873152;7006811612;6507877860;,Comparison of three analytical methods for cocaine analysis of illicit powders,1996,Journal of Pharmaceutical and Biomedical Analysis,14,8--10,NA,1047,1054,NA,10,10.1016/S0731-7085(95)01758-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030176309&doi=10.1016%2fS0731-7085%2895%2901758-5&partnerID=40&md5=f2be16f9b573908dddf00ecfcf54ad0e,"Department of Chemistry, La Sapienza Univ. of Rome, P.le Aldo Moro 5, 00185 Rome, Italy; Istituto di Medicina Legale, La Sapienza Univ. of Rome, V.le Regina Elena 336, 00161 Rome, Italy","Campanella, L., Department of Chemistry, La Sapienza Univ. of Rome, P.le Aldo Moro 5, 00185 Rome, Italy; Colapicchioni, C., Department of Chemistry, La Sapienza Univ. of Rome, P.le Aldo Moro 5, 00185 Rome, Italy; Tomassetti, M., Department of Chemistry, La Sapienza Univ. of Rome, P.le Aldo Moro 5, 00185 Rome, Italy; Dezzi, S., Istituto di Medicina Legale, La Sapienza Univ. of Rome, V.le Regina Elena 336, 00161 Rome, Italy",Analysis; Cocaine hydrochloride; Free base; ISFET,cocaine; illicit drug; absorption spectroscopy; analytic method; conference paper; drug determination; gas chromatography; intermethod comparison; pH; priority journal; ultraviolet spectrophotometry,"Campanella, L.; Department of Chemistry, P.le Aldo Moro 5, 00185 Rome, Italy",Conference Paper,Final,NA,Scopus,2-s2.0-0030176309,,IFSMS 1998,Drugs,Drugs
"Fernandez-Abedul M.T., Costa-Garci­a A.",6602174245;7005443784;,Flow injection analysis with amperometric detection of cocaine in confiscated samples,1996,Analytica Chimica Acta,328,1,NA,67,71,NA,26,10.1016/0003-2670(96)00105-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030598040&doi=10.1016%2f0003-2670%2896%2900105-5&partnerID=40&md5=4ceace9f57be9b5b2aed008ec62164ee,"Depto. de Quimica Fisica y Analitica, Universidad de Oviedo, Asturias E-33006, Oviedo, Spain","FernÃ¡ndez-Abedul, M.T., Depto. de Quimica Fisica y Analitica, Universidad de Oviedo, Asturias E-33006, Oviedo, Spain; Costa-GarcÃ­a, A., Depto. de Quimica Fisica y Analitica, Universidad de Oviedo, Asturias E-33006, Oviedo, Spain",Amperometry; Cocaine; Flow injection,cocaine; amperometry; analytic method; article; calibration; cyclic potentiometry; drug determination; flow injection analysis; liquid chromatography; priority journal,"Costa-Garcia, A.; Departamento de Quimica Fisica, , E-33006 Oviedo, Spain",Article,Final,NA,Scopus,2-s2.0-0030598040,,IFSMS 1998,Drugs,Drugs
"Saha U., Mazumdar K.K., Sanyal M., Chakraburty N.N.",,Determination of Cocaine in Suspected Narcotic Substances by FTIR and HPTLC Methods,1996,Microgram,29,3,,64,,,,,,,,,,,,,,,,,IFSMS 1998,Drugs,Drugs
"Bogusz M.J., Althoff H., Erkens M., Maier R.-D., Hofmann R.",7005193581;7006468485;6701539719;7201868262;7202820608;,Internally concealed cocaine: Analytical and diagnostic aspects,1995,Journal of Forensic Sciences,40,5,NA,811,815,NA,45,10.1520/jfs15390j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029129637&doi=10.1520%2fjfs15390j&partnerID=40&md5=ecaae66c82596d64af187881fde3e10f,"Klinikum RWTH, Institute of Forensic Medicine, Aachen University of Technology, D-52057 Aachen, Germany","Bogusz, M.J., Klinikum RWTH, Institute of Forensic Medicine, Aachen University of Technology, D-52057 Aachen, Germany; Althoff, H., Klinikum RWTH, Institute of Forensic Medicine, Aachen University of Technology, D-52057 Aachen, Germany; Erkens, M., Klinikum RWTH, Institute of Forensic Medicine, Aachen University of Technology, D-52057 Aachen, Germany; Maier, R.-D., Klinikum RWTH, Institute of Forensic Medicine, Aachen University of Technology, D-52057 Aachen, Germany; Hofmann, R., Klinikum RWTH, Institute of Forensic Medicine, Aachen University of Technology, D-52057 Aachen, Germany",body packing; chromatography; cocaine; immunological diagnostics; toxicology,cocaine; drug metabolite; illicit drug; latex; plastic; wax; adult; clinical article; conference paper; drug determination; drug storage; drug traffic; female; gas chromatography; high performance liquid chromatography; human; immunochemistry; leaching; male; priority journal; radiodiagnosis; saliva analysis; urinalysis,"Bogusz, M.J.; Klinikum RWTH, , D-52057 Aachen, Germany",Conference Paper,Final,NA,Scopus,2-s2.0-0029129637,,IFSMS 1998,Drugs,Drugs
"Jenkins A.J., Llosa T., Montoya I., Cone E.J.",57188995597;6507920052;33667897400;7103375199;,Identification and quantitation of alkaloids in coca tea,1996,Forensic Science International,77,3,NA,179,189,NA,42,10.1016/0379-0738(95)01860-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030066210&doi=10.1016%2f0379-0738%2895%2901860-3&partnerID=40&md5=402307789c58497aeb73c8ed3abe1a27,"Addiction Research Center, NIDA/NIH, P.O. Box 5180, Baltimore, MD 21224, United States","Jenkins, A.J., Addiction Research Center, NIDA/NIH, P.O. Box 5180, Baltimore, MD 21224, United States; Llosa, T., Addiction Research Center, NIDA/NIH, P.O. Box 5180, Baltimore, MD 21224, United States; Montoya, I., Addiction Research Center, NIDA/NIH, P.O. Box 5180, Baltimore, MD 21224, United States; Cone, E.J., Addiction Research Center, NIDA/NIH, P.O. Box 5180, Baltimore, MD 21224, United States",Benzoylecgonine; Coca tea bags; Cocaine,alkaloid; benzoylecgonine; cocaine; cocaine derivative; ecgonine methyl ester; methanol; article; chemical analysis; coca; extraction; gas chromatography; human; human experiment; mass spectrometry; normal human; priority journal; purification; quantitative assay; tea; urinalysis,"Cone, E.J.; Addiction Research Center, PO Box 5180, Baltimore, MD 21224, United States",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0030066210,,IFSMS 1998,Drugs,Drugs
"Dawson B.A., Black D.B., Cyr T.D., Neville G.A., Shurvell H.F.",,Spectroscopic characterization and proof of structure for dimethpramide,1995,Canadian Journal of Analytical Sciences and Spectroscopy,40,5,,131,,,,,,,,,,,,,,,,,IFSMS 1998,Drugs,Drugs
Steiner R.S.,,Dragon's Blood Incense,1997,Microgram,30,11,,258,,,,,,,,,,,,,,,,,IFSMS 1998,Drugs,Drugs
Al-Hussaini S.R.,6508299959;,Counterfeit captagon: An analytical study,1996,Science and Justice - Journal of the Forensic Science Society,36,3,NA,139,142,NA,9,10.1016/S1355-0306(96)72588-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029782215&doi=10.1016%2fS1355-0306%2896%2972588-1&partnerID=40&md5=c38b0de0ecf8b1bcd34c8115b562940c,"Dept. of Forensic Chem. and Toxicol., Central Laboratory, Blood Bank, PO Box 56737, Riyadh-11564, Saudi Arabia","Al-Hussaini, S.R., Dept. of Forensic Chem. and Toxicol., Central Laboratory, Blood Bank, PO Box 56737, Riyadh-11564, Saudi Arabia","Captagon fenethylline, counterfeit drugs; Forensic science toxicology; IR spectrophotometry; TLC; UV spectrophotometry",amphetamine; caffeine; ephedrine; fenetylline; fenfluramine; illicit drug; paracetamol; quinine; theophylline; article; chemical analysis; drug abuse; drug analysis; forensic science; infrared spectrophotometry; Saudi Arabia; thin layer chromatography; ultraviolet spectrophotometry,"Al-Hussaini, S.; Dept. Forensic Chemistry Toxicology, PO Box 56737, Riyadh-11564, Saudi Arabia",Article,Final,NA,Scopus,2-s2.0-0029782215,,IFSMS 1998,Drugs,Drugs
"Ferretti R., Gallinella B., La Torre F., Lusi A.",7006329256;6701705070;35556320700;6508034615;,"Direct high-performance liquid chromatography resolution on a chiral column of dexfenfluramine and its impurities, in bulk raw drug and pharmaceutical formulations",1996,Journal of Chromatography A,731,1--2,NA,340,345,NA,5,10.1016/0021-9673(95)01307-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029936402&doi=10.1016%2f0021-9673%2895%2901307-5&partnerID=40&md5=075d9772a2d4f72576422b26c34616bf,"Istituto Superiore di SanitÃ , Laboratorio di Chimica del Farmaco, Viale Regina Elena 299, 00161 Rome, Italy; Istituto Superiore di SanitÃ , Lab. di Tossicologia Applicata, Viale Regina Elena 299, 00161 Rome, Italy","Ferretti, R., Istituto Superiore di SanitÃ , Laboratorio di Chimica del Farmaco, Viale Regina Elena 299, 00161 Rome, Italy; Gallinella, B., Istituto Superiore di SanitÃ , Laboratorio di Chimica del Farmaco, Viale Regina Elena 299, 00161 Rome, Italy; La Torre, F., Istituto Superiore di SanitÃ , Laboratorio di Chimica del Farmaco, Viale Regina Elena 299, 00161 Rome, Italy; Lusi, A., Istituto Superiore di SanitÃ , Lab. di Tossicologia Applicata, Viale Regina Elena 299, 00161 Rome, Italy",Dexfenfluramine; Enantiomer separation; Fenfluramine,dexfenfluramine; article; drug control; drug determination; drug impurity; drug purity; enantiomer; high performance liquid chromatography; priority journal; technique,"La Torre, F.; Istituto Superiore di Sanita, Viale Regina Elena 299, 00161 Rome, Italy",Article,Final,NA,Scopus,2-s2.0-0029936402,,IFSMS 1998,Drugs,Drugs
"Micovic I.V., Roglic G.M., Ivanovic M.D., Dosenmicovic L., Kiricojevic V.D., Popovic J.B.",35612427300;6701601113;20134552400;55919577400;27068056700;36601201000;,The synthesis of lactam analogues of fentanyl,1996,Journal of the Chemical Society - Perkin Transactions 1,NA,16,NA,2041,2050,NA,23,10.1039/P19960002041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748895712&doi=10.1039%2fP19960002041&partnerID=40&md5=01f99ae598c10ed652b5478c0f4c7dd0,"Faculty of Chemistry, University of Belgrade, Studentski Trg 16, PO Box 550, YU-11001 Belgrade; Institute of Chemistry, Technology and Metallurgy, Center for Chemistry, Studentski Trg 16, Belgrade; Faculty of Agriculture, University of Belgrade, Nemanjina 6, 11080 Zemun","MiÄoviÄ, I.V., Faculty of Chemistry, University of Belgrade, Studentski Trg 16, PO Box 550, YU-11001 Belgrade; RogliÄ, G.M., Faculty of Chemistry, University of Belgrade, Studentski Trg 16, PO Box 550, YU-11001 Belgrade; IvanoviÄ, M.D., Institute of Chemistry, Technology and Metallurgy, Center for Chemistry, Studentski Trg 16, Belgrade; DoÅ¡en-MiÄoviÄ, L., Faculty of Chemistry, University of Belgrade, Studentski Trg 16, PO Box 550, YU-11001 Belgrade; KiricojeviÄ, V.D., Institute of Chemistry, Technology and Metallurgy, Center for Chemistry, Studentski Trg 16, Belgrade; PopoviÄ, J.B., Faculty of Agriculture, University of Belgrade, Nemanjina 6, 11080 Zemun",NA,NA,"MiÄoviÄ, I.V.; Faculty of Chemistry, Studentski Trg 16, PO Box 550, YU-11001 Belgrade",Article,Final,NA,Scopus,2-s2.0-33748895712,,IFSMS 1998,Drugs,Drugs
Poklis A.,7005567813;,Fentanyl: A review for clinical and analytical toxicologists,1995,Clinical Toxicology,33,5,NA,439,447,NA,96,10.3109/15563659509013752,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029087405&doi=10.3109%2f15563659509013752&partnerID=40&md5=6795e9344ece47ca62a7c9a0649fbfe6,"Medical College of Virginia, Virginia Commonwealth University, Richmond, VA, United States","Poklis, A., Medical College of Virginia, Virginia Commonwealth University, Richmond, VA, United States",Analytical toxicology; Clinical toxicology; Drug abuse; Fentanyl,alfentanil; droperidol; droperidol plus fentanyl; fentanyl; fentanyl citrate; illicit drug; morphine; sufentanil; sufentanil citrate; analgesia; death; drug abuse; drug metabolism; drug overdose; gas chromatography; human; intravenous drug administration; mass spectrometry; nonhuman; review; transdermal drug administration; Animal; Fentanyl; Human; Street Drugs; Substance-Related Disorders,"Poklis, A.; Medical College of Virginia, Virginia Commonwealth University, Richmond, VA, United States",Article,Final,NA,Scopus,2-s2.0-0029087405,,IFSMS 1998,Drugs,Drugs
McKibben T.,6505839911;,Simple and rapid color screening tests for flunitrazepam (Rohypnol),1999,Journal of Forensic Sciences,44,2,NA,396,400,NA,4,10.1520/jfs14472j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033066387&doi=10.1520%2fjfs14472j&partnerID=40&md5=adba7a2efa64bbacb2e73afa7d0b10e3,"Drug Enforcement Administration, Spec. Test. and Research Laboratory, McLean, VA 22102-3494, United States; Drug Enforcement Administration, Spec. Test. and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States","McKibben, T., Drug Enforcement Administration, Spec. Test. and Research Laboratory, McLean, VA 22102-3494, United States, Drug Enforcement Administration, Spec. Test. and Research Laboratory, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Color test; Field test; Flunitrazepam; Forensic science; Rohypnol; Screening test,"coloring agent; dimethyl sulfoxide; flunitrazepam; n,n dimethylformamide; accuracy; article; color; controlled study; forensic medicine; intermethod comparison; laboratory diagnosis; priority journal; reliability; screening test","McKibben, T.; Drug Enforcement Administration, 7704 Old Springhouse Road, McLean, VA 22102-3494, United States",Article,Final,NA,Scopus,2-s2.0-0033066387,,IFSMS 1998,Drugs,Drugs
Rucker C.L.,NA,Chemical screening and identification techniques for flunitrazepam,1998,Microgram,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Rucker, C.L.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0345542676,,IFSMS 1998,Drugs,Drugs
Churchill K.T.,NA,Roofies,1995,Microgram,28,NA,NA,329,321,NA,1,NA,NA,NA,"Churchill, K.T.",NA,NA,NA,NA,NA,NA,Scopus,2-s2.0-0013208504,,IFSMS 1998,Drugs,Drugs
"Nystein N., Rasmussen K.E.",6505593808;7402496560;,"Micellar electrokinetic chromatography of charged and neutral drugs in acidic running buffers containing a zwitterionic surfactant, sulfonic acids or sodium dodecyl sulphate. Separation of heroin, basic by-products and adulterants",1997,Journal of Chromatography A,760,2,,245,251,,14,10.1016/S0021-9673(96)00773-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031592457&doi=10.1016%2fS0021-9673%2896%2900773-X&partnerID=40&md5=ee68575e53a6c14c54f142a05f473528,"Institute of Pharmacy, University of Oslo, P.O. Box 1068 Blindern, N-0316 Oslo, Norway","Øystein, N., Institute of Pharmacy, University of Oslo, P.O. Box 1068 Blindern, N-0316 Oslo, Norway; Rasmussen, K.E., Institute of Pharmacy, University of Oslo, P.O. Box 1068 Blindern, N-0316 Oslo, Norway",Buffer composition; Heroin; Opiates; Surfactants,buffer; diamorphine; article; drug contamination; micellar electrokinetic chromatography; priority journal,"Rasmussen, K.E.; Institute of Pharmacy, P.O. Box 1068, Blindern, N-0316 Oslo, Norway",Article,Final,,Scopus,2-s2.0-0031592457,,IFSMS 1998,Drugs,Drugs
"Holt P.-J., Bruce N.C., Lowe C.R.",7401904757;57215474410;7201725112;,Bioluminescent assay for heroin and its metabolites,1996,Analytical Chemistry,68,11,NA,1877,1882,NA,20,10.1021/ac951207r,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030153491&doi=10.1021%2fac951207r&partnerID=40&md5=90dab1ab18019338cab2c90c2b713d26,"Institute of Biotechnology, University of Cambridge, Tennis Court Road, Cambridge CB2 1QT, United Kingdom","Holt, P.-J., Institute of Biotechnology, University of Cambridge, Tennis Court Road, Cambridge CB2 1QT, United Kingdom; Bruce, N.C., Institute of Biotechnology, University of Cambridge, Tennis Court Road, Cambridge CB2 1QT, United Kingdom; Lowe, C.R., Institute of Biotechnology, University of Cambridge, Tennis Court Road, Cambridge CB2 1QT, United Kingdom",NA,"acetylesterase; alcohol dehydrogenase; diamorphine; diamorphine esterase; immobilized enzyme; morphine 6 dehydrogenase; morphine 6-dehydrogenase; article; chemoluminescence; enzymology; human; substance abuse; Vibrio; Acetylesterase; Alcohol Oxidoreductases; Chemiluminescent Measurements; Enzymes, Immobilized; Heroin; Humans; Substance Abuse Detection; Vibrio; Drug products; Enzyme immobilization; Enzymes; Metabolites; Bioluminescent assay; Heroin; Heroin esterase; Linked enzyme assay; Morphine dehydrogenase; Bioassay","Lowe, C.R.; Institute of Biotechnology, Tennis Court Road, Cambridge CB2 1QT, United Kingdom",Article,Final,NA,Scopus,2-s2.0-0030153491,,IFSMS 1998,Drugs,Drugs
"Burla R., Avraham S., Glattstein B., Levy S.",,Separation of Heroin from Several Adulterants in Illicit Powders,1995,Microgram,28,9,,300,,,,,,,,,,,,,,,,,IFSMS 1998,Drugs,Drugs
"Hadzija B.W., Shrewsbury R.P.",6602735782;7003578466;,Determination of hydrocodone in TussionexÂ® extended-release suspension by high-performance liquid chromatography (HPLC),1996,Journal of Forensic Sciences,41,5,NA,878,880,NA,1,10.1520/jfs14016j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029819028&doi=10.1520%2fjfs14016j&partnerID=40&md5=7e38cfee1f8e86d90ac15220492a7313,"Division of Pharmaceutics, School of Pharmacy, Univ. of N. Carolina at Chapel Hill, Chapel Hill, NC 27599-7360, United States","Hadzija, B.W., Division of Pharmaceutics, School of Pharmacy, Univ. of N. Carolina at Chapel Hill, Chapel Hill, NC 27599-7360, United States; Shrewsbury, R.P., Division of Pharmaceutics, School of Pharmacy, Univ. of N. Carolina at Chapel Hill, Chapel Hill, NC 27599-7360, United States",forensic science; high-performance liquid chromatography; hydrocodone; product tampering; toxicology; Tussionex Pennkinetic,chlorpheniramine; excipient; hydrocodone; alkalinity; analytic method; article; drug determination; drug isolation; extraction; forensic science; high performance liquid chromatography; priority journal; sustained release preparation; toxicology,"Hadzija, B.W.; Division of Pharmaceutics, , Chapel Hill, NC 27599-7360, United States",Article,Final,NA,Scopus,2-s2.0-0029819028,,IFSMS 1998,Drugs,Drugs
"Wolnik K.A., Heitkemper D.T., Crowe J.B., Barnes B.S., Brueggemeyer T.W.",6701683211;6602904519;36870050700;23065924400;6506196745;,Application of inductively coupled plasma atomic emission and mass spectrometry to forensic analysis of sodium gamma hydroxy butyrate and ephedrine hydrochloride. Invited lecture,1995,Journal of Analytical Atomic Spectrometry,10,3,NA,177,181,NA,5,10.1039/ja9951000177,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001507017&doi=10.1039%2fja9951000177&partnerID=40&md5=dfa31d418649d6d66c734a4a26cfb99f,"National Forensic Chemistry Centre, US Food and Drug Administration, Cincinnati, OH 45221, United States","Wolnik, K.A., National Forensic Chemistry Centre, US Food and Drug Administration, Cincinnati, OH 45221, United States; Heitkemper, D.T., National Forensic Chemistry Centre, US Food and Drug Administration, Cincinnati, OH 45221, United States; Crowe, J.B., National Forensic Chemistry Centre, US Food and Drug Administration, Cincinnati, OH 45221, United States; Barnes, B.S., National Forensic Chemistry Centre, US Food and Drug Administration, Cincinnati, OH 45221, United States; Brueggemeyer, T.W., National Forensic Chemistry Centre, US Food and Drug Administration, Cincinnati, OH 45221, United States",Ephedrine hydrochloride; Forensic analysis; Gamma hydroxy butyrate; Inductively coupled plasma atomic emission spectrometry; Inductively coupled plasma mass spectrometry; Sodium oxybate,NA,"Wolnik, K.A.; National Forensic Chemistry Centre, , Cincinnati, OH 45221, United States",Article,Final,NA,Scopus,2-s2.0-0001507017,,IFSMS 1998,Drugs,Drugs
"Cyr T.D., Dawson B.A., By A.W., Neville G.A., Shurvell H.F.",7003330966;35549177100;6603698542;7004228370;6701457998;,Structural elucidation of unusual police exhibits. II. Identification and spectral characterization of N-(2-hydroxyethyl)amphetamine hydrochloride,1996,Journal of Forensic Sciences,41,4,NA,608,611,NA,4,10.1520/jfs13962j,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029941588&doi=10.1520%2fjfs13962j&partnerID=40&md5=bf92ad3f28340640d76cf6a423066b2a,"Bureau of Drug Research, Drugs Directorate, Health Protection Branch, Canada; Sir F. G. Banting Research Centre, P. Locator 2201A, Tunney's Pasture, Ottawa, Ont. K1A 0L2, Canada; Department of Chemistry, Queen's University, Kingston, Ont. K7L 3N6, Canada; Pharmaceutical Chem. Div. Drugs D., Health Protection Branch, Hlth. Canada Banting Research Center, Tunneys Pasture, Ottawa, Ont. K1A 0L2, Canada","Cyr, T.D., Bureau of Drug Research, Drugs Directorate, Health Protection Branch, Canada; Dawson, B.A., Sir F. G. Banting Research Centre, P. Locator 2201A, Tunney's Pasture, Ottawa, Ont. K1A 0L2, Canada; By, A.W., Sir F. G. Banting Research Centre, P. Locator 2201A, Tunney's Pasture, Ottawa, Ont. K1A 0L2, Canada; Neville, G.A., Pharmaceutical Chem. Div. Drugs D., Health Protection Branch, Hlth. Canada Banting Research Center, Tunneys Pasture, Ottawa, Ont. K1A 0L2, Canada; Shurvell, H.F., Department of Chemistry, Queen's University, Kingston, Ont. K7L 3N6, Canada",forensic science; spectral characterization; structural elucidation,ethanolamine; methamphetamine; street drug; amination; article; carbon nuclear magnetic resonance; color; forensic science; gas chromatography; infrared spectroscopy; mass spectrometry; odor; police; priority journal; proton nuclear magnetic resonance; spectroscopy,"Neville, G.A.; Health Protection Branch, Tunneys Pasture, Ottawa, Ont. K1A 0L2, Canada",Article,Final,NA,Scopus,2-s2.0-0029941588,,IFSMS 1998,Drugs,Drugs
"Hays P.A., Koles J.E., Morello D.R.",,Imazalil Sulfate,1995,Microgram,28,12,,389,,,,,,,,,,,,,,,,,IFSMS 1998,Drugs,Drugs
"Hindmarsh K.W., Taylor A., Fandrey S.",7003419952;57199266681;6507654935;,Solvent AbuseâChanges in Attitudes and Knowledge?,1997,Journal of the Canadian Society of Forensic Science,30,1,NA,17,20,NA,NA,10.1080/00085030.1997.10757083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031005325&doi=10.1080%2f00085030.1997.10757083&partnerID=40&md5=a981944410d9c8824d2268c77f9ba58b,"Faculty ofPhannacy, Universityof Manitoba, Winnipeg, MB, Canada; Saskatoon, SK, Canada; College of Pharmacy and Nutrition, University of Saskatchewan, Saskatoon, SK, S7N 5C9, Canada","Hindmarsh, K.W., Faculty ofPhannacy, Universityof Manitoba, Winnipeg, MB, Canada; Taylor, A., Saskatoon, SK, Canada; Fandrey, S., College of Pharmacy and Nutrition, University of Saskatchewan, Saskatoon, SK, S7N 5C9, Canada",NA,solvent; article; attitude; awareness; Canada; commercial phenomena; health survey; human; learning; medical information; practice guideline; public health; responsibility; social support; substance abuse,"Hindmarsh, K.W.; Faculty ofPhannacy, , Winnipeg, MB, Canada",Article,Final,NA,Scopus,2-s2.0-0031005325,,IFSMS 1998,Drugs,Drugs
"Al-Obaid A.M., Al-Tamrah S.A., Aly F.A., Alwarthan A.A.",6603712521;6602405415;7006018498;6603802919;,Determination of (S)(-)-cathinone by spectrophotometric detection,1998,Journal of Pharmaceutical and Biomedical Analysis,17,2,NA,321,326,NA,15,10.1016/S0731-7085(97)00203-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032103325&doi=10.1016%2fS0731-7085%2897%2900203-3&partnerID=40&md5=a585d3ebffcc243663fd398b92f9424a,"Dept. of Pharmaceutical Chemistry, College of Pharmacy, King Saud University, P.O. Box 2457, Riyadh-11451, Saudi Arabia; Department of Chemistry, College of Science, King Saud University, P.O. Box 2455, Riyadh-11451, Saudi Arabia; Department of Chemistry, College of Science, King Saud University, P.O. Box 22452, Riyadh-11495, Saudi Arabia","Al-Obaid, A.M., Dept. of Pharmaceutical Chemistry, College of Pharmacy, King Saud University, P.O. Box 2457, Riyadh-11451, Saudi Arabia; Al-Tamrah, S.A., Department of Chemistry, College of Science, King Saud University, P.O. Box 2455, Riyadh-11451, Saudi Arabia; Aly, F.A., Department of Chemistry, College of Science, King Saud University, P.O. Box 22452, Riyadh-11495, Saudi Arabia; Alwarthan, A.A., Department of Chemistry, College of Science, King Saud University, P.O. Box 2455, Riyadh-11451, Saudi Arabia",Cathinone; Khat leaves; Neocuproine; Spectrophotometry,cathinone; accuracy; analytic method; article; Catha edulis; drug activity; drug control; drug determination; drug effect; drug isolation; metal binding; nonhuman; priority journal; spectrophotometry; Alkaloids; Buffers; Central Nervous System Stimulants; Copper; Drug Stability; Phenanthrolines; Plant Extracts; Plant Leaves; Psychotropic Drugs; Spectrophotometry,"Alwarthan, A.A.; Department of Chemistry, P.O. Box 2455, Riyadh-11451, Saudi Arabia",Article,Final,NA,Scopus,2-s2.0-0032103325,,IFSMS 1998,Drugs,Drugs
Kalix P.,7003380077;,"Catha edulis, a plant that has amphetamine effects",1996,Pharmacy World and Science,18,2,NA,69,73,NA,86,10.1007/BF00579708,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029967396&doi=10.1007%2fBF00579708&partnerID=40&md5=35b170925e4b13c53da7e2d08256c7a2,"DÃ©partement de Pharmacologie, Centre MÃ©dical Universitaire, CH - 1211 GenÃ¨ve 4, Switzerland","Kalix, P., DÃ©partement de Pharmacologie, Centre MÃ©dical Universitaire, CH - 1211 GenÃ¨ve 4, Switzerland",Catha edulis; cathinone; drug habit; khat; stimulant,alkaloid; amphetamine; cathinone; psychostimulant agent; adrenergic activity; Catha edulis; drug effect; drug information; drug mechanism; habit; human; mastication; nonhuman; plant; short survey; social aspect; Alkaloids; Appetite Depressants; Catha; Central Nervous System Stimulants; Humans; Phenylpropanolamine; Plant Extracts,"Kalix, P.; Departement de Pharmacologie, , CH-1211 Geneve 4, Switzerland",Short Survey,Final,NA,Scopus,2-s2.0-0029967396,,IFSMS 1998,Drugs,Drugs
"Ripani L., Schiavone S., Garofano L.",57219735764;57190134172;57213068762;,GC/MS identification of Catha edulis stimulant-active principles,1996,Forensic Science International,78,1,NA,39,46,NA,14,10.1016/0379-0738(95)01855-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029871088&doi=10.1016%2f0379-0738%2895%2901855-7&partnerID=40&md5=e0089906533925baab6acb41748b8726,"Chemistry and Biology Sections, Ctro. Carabinieri Investigazioni S., Roma, Italy","Ripani, L., Chemistry and Biology Sections, Ctro. Carabinieri Investigazioni S., Roma, Italy; Schiavone, S., Chemistry and Biology Sections, Ctro. Carabinieri Investigazioni S., Roma, Italy; Garofano, L., Chemistry and Biology Sections, Ctro. Carabinieri Investigazioni S., Roma, Italy",Catha edulis; Cathine; Cathinone; Extraction; GC/MS analysis; Norephedrine,3 phenylpropylamine; cathinone; central stimulant agent; norephedrine; norpseudoephedrine; plant extract; unclassified drug; analytic method; article; Catha edulis; chemical composition; controlled study; drug isolation; gas chromatography; mass spectrometry; priority journal,"Ripani, L.; Chemistry and Biology Sections, , Roma, Italy",Article,Final,NA,Scopus,2-s2.0-0029871088,,IFSMS 1998,Drugs,Drugs
Blackwell T.M.,,Identification of LSD on Single Blotter Paper via GC/MS Using Electronic Pressure Controls and Pulsed Split Injection,1998,Microgram,31,2,,51,,,,,,,,,,,,,,,,,IFSMS 1998,Drugs,Drugs
